WELL_TYPE,WELL_DEPTH,DISTRICT,THANA,UNION,MOUZA,GEOCODE,SAMPLE_ID,Ca,Mg,Na,K,P,Cl,HCO3,SO4,NH4-N,NO2-N,NO3-N,Pb,Ni,Zn,As,Cd,Cr,Cu,Fe,Mn,Ca_num,Mg_num,Na_num,K_num,Cl_num,HCO3_num,SO4_num,NO3-N_num,Fe_num,Mn_num,As_num,Pb_num,Ni_num,Zn_num,Cd_num,Cr_num,Cu_num,TDS_calc,Ca_meq,Mg_meq,Na_meq,K_meq,Cl_meq,HCO3_meq,SO4_meq,NO3_meq,Cat_sum,An_sum,CBE_pct,pct_Ca,pct_Mg,pct_Na_K,pct_HCO3,pct_Cl,pct_SO4_NO3,Facies,Gibbs_Cation,Gibbs_Anion,Gibbs_Mechanism,Ratio_Na_Cl,Ratio_Ca_Mg,Ratio_CaMg_HCO3SO4,CAI_1,CAI_2,Ion_Exchange_Process,Fe_mgL,Mn_mgL,Fe_ugL,Mn_ugL,As_ugL,Pb_ugL,Ni_ugL,Zn_ugL,Cd_ugL,WQI,WQI_Category,HPI,HEI,HPI_Polluted,HEI_Category,Latitude,Longitude
HTW,15.0,Jaipurhat,Jaipurhat Sadar,Madergonj,Madergonj,53847,S98_01807,21.8,11.8,12.6,1.3,< 0.2,8.5,146,2.7,< 0.02,< 0.004,< 0.2,0.23,1.6,91.0,< 0.5,3.01452380952381,< 0.5,< 1,0.976,0.566,21.8,11.8,12.6,1.3,8.5,146.0,2.7,0.1,0.976,0.566,0.25,0.23,1.6,91.0,0.16,0.25,0.5,131.79999999999998,1.0878786366585158,0.9709936227113763,0.548064375815572,0.0332497825975753,0.2397540405607423,2.3928149993444343,0.0562148657089319,0.0071392874991075,2.64018641778304,2.695923193113216,1.0445208099991583,41.204614542786935,36.77746450671912,22.01792095049394,88.75679416449708,8.89320738710948,2.3499984483934417,Mixed-Cation-HCO3,0.3482606443842156,0.0910722708223363,Rock-Water Interaction Dominance,2.2859442724458208,1.1203767061010688,0.8406889147205349,-1.4246271597907434,-0.1390621315708051,Direct Ion Exchange (Na matrix -> Ca solution),0.976,0.566,976.0,566.0,0.25,0.23,1.6,91.0,0.16,16.16399109161694,Excellent Water (WQI < 50),31.84045977697534,9.01452380952381,False,Low Contamination (HEI < 10),25.0968,89.0225
HTW,18.0,Bogra,Adamdighi,Santahar,Santahar,51006,S98_01808,62.6,24.7,68.1,0.9,< 0.2,97.2,251,48.8,< 0.02,0.009,3.2,0.39,7.5,42.0,< 0.5,-1.33152380952381,< 0.5,1,0.04,0.435,62.6,24.7,68.1,0.9,97.2,251.0,48.8,3.2,0.04,0.435,0.25,0.39,7.5,42.0,0.11,0.25,1.0,431.0,3.1239083786616098,2.032503600082288,2.9621574597651152,0.0230190802598598,2.741657969706372,4.113675101612692,1.016031646887362,0.2284571999714428,8.141588518768874,8.09982191817787,0.2571611668404788,38.36976495999566,24.964459888837904,36.66577515116641,50.787228943646966,33.848373426006546,15.364397630346474,Mixed-Cation-HCO3,0.4886454485014376,0.3999306731246593,Rock-Water Interaction Dominance,1.0804256010396365,1.5369755697038547,1.0052059954989925,-0.0888216447891506,-0.0454481372090286,Direct Ion Exchange (Na matrix -> Ca solution),0.04,0.435,40.0,435.0,0.25,0.39,7.5,42.0,0.11,20.614901244131875,Excellent Water (WQI < 50),22.759017975270318,4.6684761904761904,False,Low Contamination (HEI < 10),24.8168,89.0417
HTW,18.0,Bogra,Bogra Sadar,Giokul,Giokul,51020,S98_01809,11.0,6.48,15.2,0.7,< 0.2,4.9,100,3.2,< 0.02,< 0.004,< 0.2,0.58,1.1,19.0,< 0.5,9.481714285714286,< 0.5,< 1,0.023,1.53,11.0,6.48,15.2,0.7,4.9,100.0,3.2,0.1,0.023,1.53,0.25,0.58,1.1,19.0,0.08,0.25,0.5,91.58,0.5489295873047557,0.5332236165398067,0.6611570247933884,0.0179037290910021,0.1382111527938397,1.6389143831126265,0.0666250260254008,0.0071392874991075,1.761213957728953,1.8508898494309745,2.4826499040328125,31.167683227572677,30.275913621953517,38.55640315047382,88.54737539440737,7.467281363952072,3.985343241640555,Mixed-Cation-HCO3,0.5529854194348223,0.0777723070212604,Rock-Water Interaction Dominance,4.783673469387756,1.0294547545865809,0.6344932272139513,-3.913212430094551,-0.3157916322264739,Direct Ion Exchange (Na matrix -> Ca solution),0.023,1.53,23.0,1530.0,0.25,0.58,1.1,19.0,0.08,29.999659370596177,Excellent Water (WQI < 50),70.97190903936254,15.481714285714286,False,Moderate Contamination (10 <= HEI <= 20),24.8481,89.373
HTW,15.0,Naogaon,Patnitala,Patnitala,Patnitala,56475,S98_01810,6.42,3.35,13.4,0.4,< 0.2,2.8,65,2.2,< 0.02,< 0.004,< 0.2,0.2,2.1,14.0,0.5,-4.318666666666666,< 0.5,< 1,0.08,0.131,6.42,3.35,13.4,0.4,2.8,65.0,2.2,0.1,0.08,0.131,0.5,0.2,2.1,14.0,0.01,0.25,0.5,61.17000000000001,0.3203752682269574,0.2756634437358568,0.5828621139625925,0.0102307023377154,0.0789778015964798,1.0652943490232072,0.045804705392463,0.0071392874991075,1.1891315282631223,1.1972161435112576,0.3387861435179709,26.94195390604992,23.18191362216241,49.876132471787656,88.98095425767119,6.596787223804854,4.422258518523961,Mixed-Cation-HCO3,0.649275903938388,0.0690201203915597,Rock-Water Interaction Dominance,7.380075187969927,1.1621971483964475,0.5364406616980449,-6.509614148676723,-0.4597544149876855,Direct Ion Exchange (Na matrix -> Ca solution),0.08,0.131,80.0,131.0,0.5,0.2,2.1,14.0,0.01,5.005176928445762,Excellent Water (WQI < 50),9.396267669382356,1.6813333333333333,False,Low Contamination (HEI < 10),25.0501,88.7514
HTW,30.0,Naogaon,Manda,Manda,Manda,56447,S98_01811,10.7,5.1,16.4,0.5,0.2,3.4,97,0.7,< 0.02,< 0.004,< 0.2,0.34,8.0,50.0,0.5,-0.7950476190476189,< 0.5,< 1,0.354,0.381,10.7,5.1,16.4,0.5,3.4,97.0,0.7,0.1,0.354,0.381,0.5,0.34,8.0,50.0,0.05,0.25,0.5,85.39999999999999,0.5339587803782623,0.4196667352396626,0.7133536320139191,0.0127883779221443,0.0959016162242969,1.5897469516192475,0.0145742244430564,0.0071392874991075,1.6797675255539883,1.7073620797857083,0.8146884662523187,31.787659438300093,24.98361998641784,43.22872057528207,93.11129551493713,5.616946596139324,1.271757888923554,Mixed-Cation-HCO3,0.5762570863517441,0.0568930072695901,Rock-Water Interaction Dominance,7.438390092879258,1.2723400154013396,0.5944106017216162,-6.571739023018607,-0.391098886980387,Direct Ion Exchange (Na matrix -> Ca solution),0.354,0.381,354.0,381.0,0.5,0.34,8.0,50.0,0.05,10.744234303156118,Excellent Water (WQI < 50),22.843166512479236,5.204952380952381,False,Low Contamination (HEI < 10),24.7834,88.6668
HTW,30.0,Nawabganj,Gomastapur,Rahandur,Rahandur,57037,S98_01813,56.4,13.7,44.2,0.9,0.2,3.9,347,6.2,< 0.02,< 0.004,< 0.2,0.27,2.1,78.0,1,-0.9636666666666662,< 0.5,< 1,1.24,0.072,56.4,13.7,44.2,0.9,3.9,347.0,6.2,0.1,1.24,0.072,1.0,0.27,2.1,78.0,0.01,0.25,0.5,298.90000000000003,2.8145117021807478,1.1273400534869369,1.92257503262288,0.0230190802598598,0.1100047950808112,5.687032909400814,0.129085987924214,0.0071392874991075,5.887445868550424,5.9332629799049466,0.3876003710260529,47.80530921252821,19.14820244053479,33.046488346937,95.85000578369647,1.8540353841281028,2.2959588321754114,Mixed-Cation-HCO3,0.4087291729368396,0.0189760358114917,Rock-Water Interaction Dominance,17.477192982456145,2.4965951431205498,0.6777460752187573,-16.686448226674816,-0.3152168871003551,Direct Ion Exchange (Na matrix -> Ca solution),1.24,0.072,1240.0,72.0,1.0,0.27,2.1,78.0,0.01,10.883482443528857,Excellent Water (WQI < 50),14.965851960169907,5.036333333333333,False,Low Contamination (HEI < 10),24.7765,88.2834
Piez,61.0,Nawabganj,Shibganj (N),Shibgong,Shibgong,57088,S98_01815,137.0,42.2,63.7,2.4,0.2,9.1,512,46.4,< 0.02,< 0.004,< 0.2,0.23,3.4,11.0,0.6,0.8552380952380955,< 0.5,< 1,0.03,0.662,137.0,42.2,63.7,2.4,9.1,512.0,46.4,0.1,0.03,0.662,0.6,0.23,3.4,11.0,0.03,0.25,0.5,556.9,6.836668496431957,3.4725365151203462,2.770769899956503,0.0613842140262929,0.2566778551885594,8.391241641536647,0.9660628773683114,0.0071392874991075,13.1413591255351,9.621121661592626,15.465087030114844,52.02405954455321,26.42448533632132,21.551455119125468,87.21687487888609,2.6678579090545504,10.115267212059354,Ca-HCO3,0.29291613137386,0.0296808793474266,Rock-Water Interaction Dominance,10.794736842105266,1.9687823199736807,1.1017280661032438,-10.03388569264089,-0.2750271465170141,Direct Ion Exchange (Na matrix -> Ca solution),0.03,0.662,30.0,662.0,0.6,0.23,3.4,11.0,0.03,24.944502921598602,Excellent Water (WQI < 50),33.133425845792665,6.855238095238096,False,Low Contamination (HEI < 10),24.6851,88.1617
HTW,30.0,Rajshahi,Godagari,Giodagari,Giodagari,58134,S98_01817,37.3,9.71,33.9,0.6,< 0.2,6.9,242,5.2,< 0.02,< 0.004,< 0.2,0.19,1.5,7.0,0.5,-4.297238095238095,< 0.5,< 1,0.174,0.103,37.3,9.71,33.9,0.6,6.9,242.0,5.2,0.1,0.174,0.103,0.5,0.19,1.5,7.0,0.01,0.25,0.5,214.71,1.8613703278606717,0.7990125488582598,1.4745541539799911,0.0153460535065732,0.1946238682198967,3.966172807132556,0.1082656672912762,0.0071392874991075,4.150283084205497,4.276201630142836,1.494318807971365,44.849237753067634,19.25200119237692,35.89876105455542,92.74990166916136,4.551325803909668,2.698772526928976,Mixed-Cation-HCO3,0.4445777181436028,0.0467756257768617,Rock-Water Interaction Dominance,7.5764302059496575,2.3295883531747483,0.6529446679386015,-6.655280008119012,-0.3173469709067674,Direct Ion Exchange (Na matrix -> Ca solution),0.174,0.103,174.0,103.0,0.5,0.19,1.5,7.0,0.01,6.83962772028927,Excellent Water (WQI < 50),8.528199389218816,1.7027619047619047,False,Low Contamination (HEI < 10),24.4668,88.3302
HTW,37.0,Rajshahi,Rajpara,Sapura,Sapura,58185,S98_01818,148.0,36.2,40.7,1.7,< 0.2,78.0,396,14.9,< 0.02,< 0.004,< 0.2,0.26,4.5,20.0,1.7,19.713619047619048,< 0.5,1,0.014,2.54,148.0,36.2,40.7,1.7,78.0,396.0,14.9,0.1,0.014,2.54,1.7,0.26,4.5,20.0,0.01,0.25,1.0,517.6,7.385598083736713,2.9788109442501547,1.7703349282296654,0.0434804849352908,2.200095901616224,6.490100957126001,0.3102227774307724,0.0071392874991075,12.178224441151825,9.007558923672104,14.966005565525474,60.645935041070565,24.460141612962563,14.893923345966884,72.05171803061808,24.424995942400265,3.523286026981673,Ca-HCO3,0.1971664186826522,0.253169857642863,Rock-Water Interaction Dominance,0.804662618083671,2.479377920237856,1.5241052385960254,0.1755743866290102,0.0567436778135608,Reverse Ion Exchange (Ca matrix -> Na solution),0.014,2.54,14.0,2540.0,1.7,0.26,4.5,20.0,0.01,58.086020875519274,Good Water (50 <= WQI < 100),120.49715996697405,25.713619047619048,True,High Contamination (HEI > 20),24.3752,88.5834
HTW,18.0,Rajshahi,Charghat,Charghat,Charghat,58125,S98_01819,138.0,30.5,26.8,2.0,< 0.2,2.9,399,1.8,< 0.02,< 0.004,< 0.2,0.2,3.5,13.0,< 0.5,6.999333333333334,< 0.5,< 1,0.03,1.28,138.0,30.5,26.8,2.0,2.9,399.0,1.8,0.1,0.03,1.28,0.25,0.2,3.5,13.0,0.02,0.25,0.5,401.6000000000001,6.886571186186935,2.5097716519234727,1.165724227925185,0.0511535116885774,0.0817984373677826,6.539268388619379,0.0374765771392879,0.0071392874991075,10.61322057772417,6.665682690625558,22.84599795363999,64.88672439957567,23.647597197698605,11.465678402725722,98.1035055541428,1.2271576845807837,0.6693367612764125,Ca-HCO3,0.1501678792272419,0.0123542685065086,Rock-Water Interaction Dominance,14.251179673321236,2.74390348656186,1.4287223979387629,-13.87654017328508,-0.1724026818491425,Direct Ion Exchange (Na matrix -> Ca solution),0.03,1.28,30.0,1280.0,0.25,0.2,3.5,13.0,0.02,33.061729980605385,Excellent Water (WQI < 50),58.586386741870335,12.999333333333334,False,Moderate Contamination (10 <= HEI <= 20),24.2834,88.7302
HTW,27.0,Natore,Natore Sadar,Natore,Natore,56963,S98_01820,177.0,42.6,38.5,3.4,< 0.2,120.0,392,11.9,< 0.02,< 0.004,< 0.2,0.21,5.5,,5.5,2.4162380952380955,< 0.5,1,0.032,0.766,177.0,42.6,38.5,3.4,120.0,392.0,11.9,0.1,0.032,0.766,5.5,0.21,5.5,,0.03,0.25,1.0,589.5,8.83277608663107,3.505451553178359,1.674641148325359,0.0869609698705816,3.3847629255634217,6.424544381801495,0.2477618155319592,0.0071392874991075,14.099829758005368,10.064208410395985,16.70093930279689,62.64455839699868,24.86165871036912,12.493782892632211,63.8355657973573,33.631685548831406,2.5327486538112884,Ca-HCO3,0.166277065452819,0.345056263353286,Rock-Water Interaction Dominance,0.4947587719298246,2.5197256195489213,1.8491698784357835,0.4795493341966609,0.2430083172403001,Reverse Ion Exchange (Ca matrix -> Na solution),0.032,0.766,32.0,766.0,5.5,0.21,5.5,,0.03,37.56156532852535,Excellent Water (WQI < 50),59.3009838152934,8.416238095238095,False,Low Contamination (HEI < 10),24.4102,88.9834
TARA,18.0,Natore,Singra,Singra,Singra,56991,S98_01821,159.0,40.8,55.0,1.0,< 0.2,126.0,361,31,< 0.02,< 0.004,< 0.2,0.16,4.7,19.0,< 0.5,2.6978095238095245,< 0.5,1,0.037,0.846,159.0,40.8,55.0,1.0,126.0,361.0,31.0,0.1,0.037,0.846,0.25,0.16,4.7,19.0,0.03,0.25,1.0,593.4,7.934527671041469,3.357333881917301,2.392344497607656,0.0255767558442887,3.5540010718415926,5.916480923036581,0.6454299396210702,0.0071392874991075,13.709782806410717,10.123051221998352,15.049538716784284,57.87493341857518,24.4886000699253,17.636466511499517,58.44562862805145,35.10800245797839,6.446368913970156,Ca-HCO3,0.2335603170889599,0.3752714036902945,Rock-Water Interaction Dominance,0.6731411862990812,2.3633418510375352,1.720819101219158,0.3196622047727636,0.1729443058617139,Reverse Ion Exchange (Ca matrix -> Na solution),0.037,0.846,37.0,846.0,0.25,0.16,4.7,19.0,0.03,26.330584848121443,Excellent Water (WQI < 50),39.51369383349747,8.697809523809525,False,Low Contamination (HEI < 10),24.5002,89.1502
HTW,27.0,Natore,Lalpur,Lalpur,Lalpur,56944,S98_01822,109.0,30.2,22.9,1.3,< 0.2,22.2,410,2.4,< 0.02,< 0.004,< 0.2,0.72,3.9,30.0,0.9,-0.7322857142857144,< 0.5,< 1,0.036,0.492,109.0,30.2,22.9,1.3,22.2,410.0,2.4,0.1,0.036,0.492,0.9,0.72,3.9,30.0,0.11,0.25,0.5,393.1,5.439393183292579,2.485085373379963,0.9960852544584602,0.0332497825975753,0.626181141229233,6.719548970761768,0.0499687695190505,0.0071392874991075,8.953813593728578,7.40283816900916,9.482230515249531,60.74945749487609,27.75449083640254,11.496051668721377,90.76990226386582,8.458663109111903,0.7714346270222717,Ca-HCO3,0.1591247926938817,0.0852442346346307,Rock-Water Interaction Dominance,1.5907302038880988,2.188815419204075,1.1706119786819278,-0.6438295076012447,-0.0594915596545806,Direct Ion Exchange (Na matrix -> Ca solution),0.036,0.492,36.0,492.0,0.9,0.72,3.9,30.0,0.11,19.837921796177778,Excellent Water (WQI < 50),29.216300098481,5.267714285714286,False,Low Contamination (HEI < 10),24.1834,88.9751
HTW,15.0,Sirajganj,Raiganj,Roygong,Roygong,58861,S98_01823,22.6,10.7,10.3,1.0,< 0.2,4.0,143,1,0.15,0.014,< 0.2,0.39,1.0,,12.3,15.063285714285715,< 0.5,< 1,3.99,0.648,22.6,10.7,10.3,1.0,4.0,143.0,1.0,0.1,3.99,0.648,12.3,0.39,1.0,,0.06,0.25,0.5,121.2,1.127800788462498,0.8804772680518412,0.4480208786428882,0.0255767558442887,0.112825430852114,2.343647567851056,0.0208203206329377,0.0071392874991075,2.481875691001516,2.484432606835215,0.0514852417602154,45.441469633291526,35.476283975227645,19.08224639148084,94.3333122179757,4.541295688267282,1.125392093757036,Mixed-Cation-HCO3,0.2957400405171125,0.0459298477580161,Rock-Water Interaction Dominance,3.97092105263158,1.280897110447711,0.8493572978070641,-3.197614233868472,-0.1521213999049029,Direct Ion Exchange (Na matrix -> Ca solution),3.99,0.648,3990.0,648.0,12.3,0.39,1.0,,0.06,43.9013213956038,Excellent Water (WQI < 50),103.634545942881,21.063285714285715,True,High Contamination (HEI > 20),24.5334,89.5334
HTW,18.0,Sirajganj,Sirajganj Sadar,Sirjgong,Sirjgong,58878,S98_01824,21.6,11.5,4.6,3.1,< 0.2,3.1,135,0.2,< 0.02,< 0.004,< 0.2,0.88,1.0,8.0,15.4,3.2282857142857138,< 0.5,< 1,0.397,0.626,21.6,11.5,4.6,3.1,3.1,135.0,0.2,0.1,0.397,0.626,15.4,0.88,1.0,8.0,0.06,0.25,0.5,111.7,1.0778980987075204,0.9463073441678668,0.2000869943453675,0.079287943117295,0.0874397089103884,2.2125344172020456,0.0041640641265875,0.0071392874991075,2.3035803803380497,2.311277477738129,0.1667894794767987,46.79229376616497,41.07984910120638,12.12785713262866,95.72777126558098,3.783176609152051,0.4890521252669699,Mixed-Cation-HCO3,0.205835473053362,0.038017692424299,Rock-Water Interaction Dominance,2.288285229202037,1.1390570995254905,0.9131622816207866,-2.1950579541496054,-0.0863081072021947,Direct Ion Exchange (Na matrix -> Ca solution),0.397,0.626,397.0,626.0,15.4,0.88,1.0,8.0,0.06,45.314969561799266,Excellent Water (WQI < 50),100.90532095854844,9.228285714285715,True,Low Contamination (HEI < 10),24.4584,89.7084
HTW,18.0,Pabna,Chatmohar,Chatmohur,Chatmohur,57622,S98_01825,108.0,38.0,40.8,1.6,< 0.2,7.5,626,4.7,< 0.02,< 0.004,< 0.2,0.17,3.1,,3.5,0.5779523809523806,< 0.5,< 1,0.044,0.602,108.0,38.0,40.8,1.6,7.5,626.0,4.7,0.1,0.044,0.602,3.5,0.17,3.1,,0.03,0.25,0.5,513.7,5.389490493537601,3.126928615511212,1.7746846454980427,0.0409228093508619,0.2115476828477138,10.25960403828504,0.0978555069748074,0.0071392874991075,10.33202656389772,10.57614651560667,1.1675814562117537,52.162956223608816,30.26442679151988,17.5726169848713,97.00701501388502,2.000234041156143,0.9927509449588244,Ca-HCO3,0.2519892814580665,0.020202904941275,Rock-Water Interaction Dominance,8.389052631578949,1.7235732427030446,0.8222498067053906,-7.582497479567763,-0.1547633244550967,Direct Ion Exchange (Na matrix -> Ca solution),0.044,0.602,44.0,602.0,3.5,0.17,3.1,,0.03,26.65490147157409,Excellent Water (WQI < 50),43.0008853342883,6.5779523809523806,False,Low Contamination (HEI < 10),24.2251,89.2918
HTW,30.0,Pabna,Pabna Sadar,Pabna,Pabna,57655,S98_01826,114.0,25.6,38.1,2.8,< 0.2,5.0,399,0.6,< 0.02,< 0.004,< 0.2,0.17,8.9,6.0,1.9,-0.2305238095238099,< 0.5,< 1,0.151,0.493,114.0,25.6,38.1,2.8,5.0,399.0,0.6,0.1,0.151,0.493,1.9,0.17,8.9,6.0,0.02,0.25,0.5,385.7000000000001,5.688906632067468,2.1065624357128168,1.6572422792518489,0.0716149163640084,0.1410317885651425,6.539268388619379,0.0124921923797626,0.0071392874991075,9.524326263396144,6.699931657063392,17.408467124841863,59.73027881175233,22.1177055201138,18.152015668133878,97.60201630900764,2.104973539789172,0.2930101512031661,Ca-HCO3,0.2330698625323858,0.0211115945128953,Rock-Water Interaction Dominance,11.75084210526316,2.700563978367183,1.189828134194653,-11.258634831233795,-0.2420871546883775,Direct Ion Exchange (Na matrix -> Ca solution),0.151,0.493,151.0,493.0,1.9,0.17,8.9,6.0,0.02,22.64282505512602,Excellent Water (WQI < 50),32.24128244153312,5.76947619047619,False,Low Contamination (HEI < 10),24.0084,89.2418
HTW,18.0,Pabna,Sujanagar,Sujanager,Sujanager,57683,S98_01827,91.5,35.0,39.8,1.2,0.3,7.9,475,< 0.2,< 0.02,< 0.004,< 0.2,0.19,3.0,23.0,1.1,9.382857142857143,< 0.5,< 1,0.061,1.5,91.5,35.0,39.8,1.2,7.9,475.0,0.1,0.1,0.061,1.5,1.1,0.19,3.0,23.0,0.07,0.25,0.5,413.1,4.566096112580468,2.8800658300761164,1.731187472814267,0.0306921070131464,0.2228302259329252,7.784843319784975,0.0020820320632937,0.0071392874991075,9.208041522483995,8.016894865280301,6.915245608975512,49.58813555989157,31.27772418318959,19.134140256918847,97.10546852123134,2.779507897726862,0.1150235810417971,Mixed-Cation-HCO3,0.2784270460996342,0.0278270866888777,Rock-Water Interaction Dominance,7.769087275149901,1.5854138002324036,0.9562390296818752,-6.906824904255861,-0.1974642789238348,Direct Ion Exchange (Na matrix -> Ca solution),0.061,1.5,61.0,1500.0,1.1,0.19,3.0,23.0,0.07,36.48741998284305,Excellent Water (WQI < 50),72.02933241815632,15.382857142857143,False,Moderate Contamination (10 <= HEI <= 20),24.0125,89.4334
HTW,20.0,Pabna,Bera,Nagierbari,Nagierbari,57616,S98_01828,127.0,32.5,17.0,2.3,< 0.2,56.9,409,0.7,< 0.02,0.094,0.7,0.71,3.5,15.0,28.7,31.596,< 0.5,< 1,3.75,2.21,127.0,32.5,17.0,2.3,56.9,409.0,0.7,0.7,3.75,2.21,28.7,0.71,3.5,15.0,0.09,0.25,0.5,441.6,6.337641598882179,2.6743468422135366,0.7394519356241844,0.058826538441864,1.6049417538713224,6.703159826930642,0.0145742244430564,0.0499750124937531,9.810266915161764,8.372650817738773,7.906410393210653,64.60213217121907,27.260693978472027,8.137173850308898,80.06018610890767,19.168860481688807,0.7709534094035294,Ca-HCO3,0.1118676310700656,0.1931779165507507,Rock-Water Interaction Dominance,0.4607344371473499,2.369790447089713,1.341522062674224,0.5026121838125902,0.1191929606005109,Reverse Ion Exchange (Ca matrix -> Na solution),3.75,2.21,3750.0,2210.0,28.7,0.71,3.5,15.0,0.09,107.42174738108334,Poor Water (100 <= WQI < 200),244.56099853770624,37.596000000000004,True,High Contamination (HEI > 20),24.0668,89.6251
HTW,36.0,Bogra,Sherpur,Sherpur,,51088,S98_01834,41.0,22.6,29.8,2.3,1.4,45.9,242,0.5,0.62,< 0.004,< 0.2,0.47,2.2,16.0,27.8,84.89709523809523,< 0.5,< 1,19.6,2.27,41.0,22.6,29.8,2.3,45.9,242.0,0.5,0.1,19.6,2.27,27.8,0.47,2.2,16.0,0.01,0.25,0.5,263.20000000000005,2.046010279954089,1.859699650277721,1.2962157459765116,0.058826538441864,1.2946718190280089,3.966172807132556,0.0104101603164688,0.0071392874991075,5.260752214650186,5.27839407397614,0.1673936279354376,38.8919720312305,35.350451311864,25.757576656905503,75.13976318454172,24.527759786088694,0.3324770293695921,Mixed-Cation-HCO3,0.3984185068508041,0.2460958098990423,Rock-Water Interaction Dominance,1.0011925237931432,1.1001831826169055,0.9821774026098896,-0.04662993702581,-0.0151542857475521,Direct Ion Exchange (Na matrix -> Ca solution),19.6,2.27,19600.0,2270.0,27.8,0.47,2.2,16.0,0.01,132.01162154810496,Poor Water (100 <= WQI < 200),319.33359594934694,90.89709523809523,True,High Contamination (HEI > 20),24.6668,89.4168
