target,feature_set,model,transformation,fold_idx,r2,rmse,mae
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,17,-0.916633,0.880382,0.697429
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,18,-0.387187,2.3011,1.346479
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,19,0.154458,0.64417,0.463869
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,20,0.015442,0.440992,0.287229
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,21,-0.230275,0.641537,0.407555
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,22,-0.219737,2.190579,1.154916
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,23,-0.275545,0.816225,0.519411
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,24,-4.946806,0.647641,0.490298
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,LOG1P,25,-0.48187,0.953791,0.812149
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,1,-0.149709,0.726654,0.563225
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,2,-0.220713,2.169111,1.098678
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,3,-0.276646,0.434919,0.369251
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,4,-5.998046,0.65919,0.585325
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,5,-1.131904,1.089517,0.843375
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,6,-0.670693,0.666342,0.497081
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,7,-0.259105,2.166577,1.248179
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,8,-0.54967,0.955004,0.736393
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,9,-0.227478,0.283764,0.203492
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,10,0.032554,0.870122,0.596182
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,11,-0.118244,2.056901,1.014526
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,12,-2.601342,0.50615,0.4516
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,13,-0.214076,0.786621,0.501026
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,14,-0.249152,1.041291,0.765405
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,15,-0.36516,0.739771,0.517493
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,16,-0.947311,0.349181,0.301371
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,17,-0.825823,0.859273,0.684609
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,18,-0.378821,2.29415,1.324446
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,19,0.166341,0.639628,0.440789
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,20,0.025893,0.438645,0.316679
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,21,-0.166702,0.624742,0.39259
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,22,-0.223232,2.193715,1.151167
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,23,-0.245924,0.806692,0.523339
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,24,-2.153447,0.471613,0.386768
Mn_num,M8_Stage5_PlausibleInteractions,SVR_RBF,RAW,25,-0.279579,0.886302,0.760263
As_num,M1_Core,Ridge,LOG1P,1,-25.786443,1.446614,1.32288
As_num,M1_Core,Ridge,LOG1P,2,-0.280716,10.93125,6.013709
As_num,M1_Core,Ridge,LOG1P,3,-0.086883,4.032799,2.276908
As_num,M1_Core,Ridge,LOG1P,4,0.178578,1.581325,1.288711
As_num,M1_Core,Ridge,LOG1P,5,-0.115508,9.650727,4.405867
As_num,M1_Core,Ridge,LOG1P,6,-0.369229,4.516703,2.917451
As_num,M1_Core,Ridge,LOG1P,7,-0.375487,2.003766,1.627698
As_num,M1_Core,Ridge,LOG1P,8,-0.197341,5.14917,2.469263
As_num,M1_Core,Ridge,LOG1P,9,-0.079011,1.321544,1.143051
As_num,M1_Core,Ridge,LOG1P,10,-0.280579,13.591375,7.275056
As_num,M1_Core,Ridge,LOG1P,11,-0.750688,1.439932,1.206616
As_num,M1_Core,Ridge,LOG1P,12,-0.352966,6.622891,4.145325
As_num,M1_Core,Ridge,LOG1P,13,-0.081386,9.591905,4.27851
As_num,M1_Core,Ridge,LOG1P,14,-0.150039,9.61326,3.952148
As_num,M1_Core,Ridge,LOG1P,15,-0.49522,1.487571,1.357853
As_num,M1_Core,Ridge,LOG1P,16,0.18058,1.584364,1.267871
As_num,M1_Core,Ridge,LOG1P,17,-23.819085,2.874714,2.304945
As_num,M1_Core,Ridge,LOG1P,18,-0.102841,9.690486,4.674332
As_num,M1_Core,Ridge,LOG1P,19,-0.236852,10.257582,5.034591
As_num,M1_Core,Ridge,LOG1P,20,-0.12952,5.204068,2.639212
As_num,M1_Core,Ridge,LOG1P,21,-0.128202,1.375302,1.222847
As_num,M1_Core,Ridge,LOG1P,22,-0.098386,5.154739,2.763389
As_num,M1_Core,Ridge,LOG1P,23,-0.111423,9.509589,4.186058
As_num,M1_Core,Ridge,LOG1P,24,-0.36719,4.442015,2.910145
As_num,M1_Core,Ridge,LOG1P,25,-0.077726,9.608191,4.076781
As_num,M1_Core,Ridge,RAW,1,-263.415134,4.545045,4.175587
As_num,M1_Core,Ridge,RAW,2,-0.243962,10.773255,6.894428
As_num,M1_Core,Ridge,RAW,3,-1.21102,5.751902,4.997429
As_num,M1_Core,Ridge,RAW,4,-2.033751,3.038981,2.360324
As_num,M1_Core,Ridge,RAW,5,-0.04483,9.33999,5.632968
As_num,M1_Core,Ridge,RAW,6,-1.675762,6.314038,5.300717
As_num,M1_Core,Ridge,RAW,7,-7.793717,5.066465,4.436297
As_num,M1_Core,Ridge,RAW,8,-0.236382,5.232443,3.492473
As_num,M1_Core,Ridge,RAW,9,-4.914934,3.094168,2.656501
As_num,M1_Core,Ridge,RAW,10,-0.225939,13.298254,7.633525
As_num,M1_Core,Ridge,RAW,11,-10.125529,3.629926,3.175489
As_num,M1_Core,Ridge,RAW,12,-0.446761,6.848612,5.503375
As_num,M1_Core,Ridge,RAW,13,-0.136469,9.833161,5.739254
As_num,M1_Core,Ridge,RAW,14,-0.016804,9.039263,4.451622
As_num,M1_Core,Ridge,RAW,15,-7.687052,3.585596,3.185502
As_num,M1_Core,Ridge,RAW,16,-2.408369,3.231283,2.729316
As_num,M1_Core,Ridge,RAW,17,-77.729509,5.120006,4.485324
As_num,M1_Core,Ridge,RAW,18,-0.101036,9.682554,6.376435
As_num,M1_Core,Ridge,RAW,19,-0.108122,9.709125,5.616335
As_num,M1_Core,Ridge,RAW,20,-0.604341,6.202179,4.486218
As_num,M1_Core,Ridge,RAW,21,-4.970589,3.163832,2.720974
As_num,M1_Core,Ridge,RAW,22,-0.542357,6.108318,4.857685
As_num,M1_Core,Ridge,RAW,23,-0.073705,9.346835,5.376889
As_num,M1_Core,Ridge,RAW,24,-1.715092,6.259761,4.744874
As_num,M1_Core,Ridge,RAW,25,-0.038766,9.432923,5.163191
As_num,M1_Core,Lasso,LOG1P,1,-14.309658,1.093648,1.069695
As_num,M1_Core,Lasso,LOG1P,2,-0.236703,10.741776,5.612369
As_num,M1_Core,Lasso,LOG1P,3,-0.056982,3.976939,2.19482
As_num,M1_Core,Lasso,LOG1P,4,-0.03534,1.775331,1.320911
As_num,M1_Core,Lasso,LOG1P,5,-0.148753,9.793477,4.349516
As_num,M1_Core,Lasso,LOG1P,6,-0.110259,4.0672,2.234851
As_num,M1_Core,Lasso,LOG1P,7,0.046354,1.668447,1.475916
As_num,M1_Core,Lasso,LOG1P,8,-0.18891,5.131008,2.360944
As_num,M1_Core,Lasso,LOG1P,9,0.025827,1.255703,1.108113
As_num,M1_Core,Lasso,LOG1P,10,-0.279526,13.585786,7.195028
As_num,M1_Core,Lasso,LOG1P,11,-0.297483,1.239619,1.073488
As_num,M1_Core,Lasso,LOG1P,12,-0.370397,6.665418,4.123034
As_num,M1_Core,Lasso,LOG1P,13,-0.110719,9.721125,4.006106
As_num,M1_Core,Lasso,LOG1P,14,-0.093908,9.375725,3.907459
As_num,M1_Core,Lasso,LOG1P,15,-0.275884,1.374139,1.295464
As_num,M1_Core,Lasso,LOG1P,16,0.026227,1.727153,1.269901
As_num,M1_Core,Lasso,LOG1P,17,-6.860099,1.617766,1.448007
As_num,M1_Core,Lasso,LOG1P,18,-0.12185,9.773643,4.396671
As_num,M1_Core,Lasso,LOG1P,19,-0.235266,10.251007,5.002753
As_num,M1_Core,Lasso,LOG1P,20,-0.082341,5.094224,2.421365
As_num,M1_Core,Lasso,LOG1P,21,-0.066696,1.337289,1.218522
As_num,M1_Core,Lasso,LOG1P,22,-0.066817,5.080122,2.465544
As_num,M1_Core,Lasso,LOG1P,23,-0.074367,9.349716,3.965235
As_num,M1_Core,Lasso,LOG1P,24,-0.310024,4.348156,2.598432
As_num,M1_Core,Lasso,LOG1P,25,-0.101625,9.71414,4.111027
As_num,M1_Core,Lasso,RAW,1,-247.484695,4.406003,4.081329
As_num,M1_Core,Lasso,RAW,2,-0.213232,10.639355,6.64445
As_num,M1_Core,Lasso,RAW,3,-1.045913,5.532974,4.751046
As_num,M1_Core,Lasso,RAW,4,-1.872301,2.957011,2.305083
As_num,M1_Core,Lasso,RAW,5,-0.052118,9.372507,5.590741
As_num,M1_Core,Lasso,RAW,6,-1.528357,6.137658,5.165692
As_num,M1_Core,Lasso,RAW,7,-7.67796,5.033008,4.392595
As_num,M1_Core,Lasso,RAW,8,-0.195201,5.144565,3.350162
As_num,M1_Core,Lasso,RAW,9,-4.766175,3.055011,2.61202
As_num,M1_Core,Lasso,RAW,10,-0.215826,13.243293,7.492896
As_num,M1_Core,Lasso,RAW,11,-9.910584,3.59469,3.203675
As_num,M1_Core,Lasso,RAW,12,-0.433831,6.81794,5.465789
As_num,M1_Core,Lasso,RAW,13,-0.125829,9.787025,5.552233
As_num,M1_Core,Lasso,RAW,14,0.004018,8.946231,4.431402
As_num,M1_Core,Lasso,RAW,15,-7.502729,3.547352,3.089863
As_num,M1_Core,Lasso,RAW,16,-2.258577,3.159481,2.663584
As_num,M1_Core,Lasso,RAW,17,-73.269947,4.972884,4.346479
As_num,M1_Core,Lasso,RAW,18,-0.078758,9.584094,6.227256
As_num,M1_Core,Lasso,RAW,19,-0.088202,9.621461,5.514474
As_num,M1_Core,Lasso,RAW,20,-0.526294,6.049437,4.294687
As_num,M1_Core,Lasso,RAW,21,-5.080675,3.192866,2.673691
As_num,M1_Core,Lasso,RAW,22,-0.505108,6.034107,4.797308
As_num,M1_Core,Lasso,RAW,23,-0.05113,9.248056,5.336742
As_num,M1_Core,Lasso,RAW,24,-1.564604,6.08381,4.567737
As_num,M1_Core,Lasso,RAW,25,-0.033764,9.410185,5.076334
As_num,M1_Core,HuberRegressor,LOG1P,1,-4.332049,0.645419,0.577714
As_num,M1_Core,HuberRegressor,LOG1P,2,-0.313907,11.071992,5.873448
As_num,M1_Core,HuberRegressor,LOG1P,3,-0.177878,4.198221,2.32364
As_num,M1_Core,HuberRegressor,LOG1P,4,-0.311144,1.997851,1.29302
As_num,M1_Core,HuberRegressor,LOG1P,5,-0.190016,9.967816,4.365837
As_num,M1_Core,HuberRegressor,LOG1P,6,-0.243451,4.304254,2.267169
As_num,M1_Core,HuberRegressor,LOG1P,7,0.17498,1.551855,1.201747
As_num,M1_Core,HuberRegressor,LOG1P,8,-0.301183,5.367813,2.658982
As_num,M1_Core,HuberRegressor,LOG1P,9,-0.133713,1.354629,0.861859
As_num,M1_Core,HuberRegressor,LOG1P,10,-0.316723,13.781848,7.331291
As_num,M1_Core,HuberRegressor,LOG1P,11,-0.360051,1.269156,0.987582
As_num,M1_Core,HuberRegressor,LOG1P,12,-0.443122,6.839994,4.100129
As_num,M1_Core,HuberRegressor,LOG1P,13,-0.125537,9.785755,4.184676
As_num,M1_Core,HuberRegressor,LOG1P,14,-0.204431,9.83797,4.199297
As_num,M1_Core,HuberRegressor,LOG1P,15,-0.04291,1.242363,0.885512
As_num,M1_Core,HuberRegressor,LOG1P,16,-0.249483,1.956442,1.233304
As_num,M1_Core,HuberRegressor,LOG1P,17,-15.377037,2.335175,1.877994
As_num,M1_Core,HuberRegressor,LOG1P,18,-0.156114,9.921778,4.333696
As_num,M1_Core,HuberRegressor,LOG1P,19,-0.283772,10.450333,5.062534
As_num,M1_Core,HuberRegressor,LOG1P,20,-0.160055,5.273942,2.370855
As_num,M1_Core,HuberRegressor,LOG1P,21,-0.074546,1.3422,1.021305
As_num,M1_Core,HuberRegressor,LOG1P,22,-0.131438,5.231721,2.428336
As_num,M1_Core,HuberRegressor,LOG1P,23,-0.137418,9.620158,3.848019
As_num,M1_Core,HuberRegressor,LOG1P,24,-0.481074,4.623318,2.779546
As_num,M1_Core,HuberRegressor,LOG1P,25,-0.101826,9.715027,4.054195
As_num,M1_Core,HuberRegressor,RAW,1,-5.188455,0.695322,0.64708
As_num,M1_Core,HuberRegressor,RAW,2,-0.314176,11.073124,5.893345
As_num,M1_Core,HuberRegressor,RAW,3,-0.198178,4.234244,2.500806
As_num,M1_Core,HuberRegressor,RAW,4,-0.254975,1.954589,1.269342
As_num,M1_Core,HuberRegressor,RAW,5,-0.186258,9.952064,4.35444
As_num,M1_Core,HuberRegressor,RAW,6,-0.215929,4.256352,2.202826
As_num,M1_Core,HuberRegressor,RAW,7,0.134372,1.589587,1.260284
As_num,M1_Core,HuberRegressor,RAW,8,-0.294482,5.353975,2.635165
As_num,M1_Core,HuberRegressor,RAW,9,-0.087009,1.326433,0.85869
As_num,M1_Core,HuberRegressor,RAW,10,-0.311915,13.756663,7.329158
As_num,M1_Core,HuberRegressor,RAW,11,-0.366346,1.27209,1.017735
As_num,M1_Core,HuberRegressor,RAW,12,-0.434533,6.819608,4.111182
As_num,M1_Core,HuberRegressor,RAW,13,-0.120932,9.765717,4.140676
As_num,M1_Core,HuberRegressor,RAW,14,-0.205798,9.843551,4.102418
As_num,M1_Core,HuberRegressor,RAW,15,-0.028263,1.233608,0.929098
As_num,M1_Core,HuberRegressor,RAW,16,-0.21565,1.929772,1.246547
As_num,M1_Core,HuberRegressor,RAW,17,-10.513941,1.958005,1.739499
As_num,M1_Core,HuberRegressor,RAW,18,-0.150143,9.896124,4.347683
As_num,M1_Core,HuberRegressor,RAW,19,-0.276134,10.419199,5.068748
As_num,M1_Core,HuberRegressor,RAW,20,-0.155064,5.262582,2.359095
As_num,M1_Core,HuberRegressor,RAW,21,-0.051968,1.328024,1.050439
As_num,M1_Core,HuberRegressor,RAW,22,-0.118554,5.201847,2.351019
As_num,M1_Core,HuberRegressor,RAW,23,-0.128605,9.582817,3.813337
As_num,M1_Core,HuberRegressor,RAW,24,-0.461025,4.59192,2.73791
As_num,M1_Core,HuberRegressor,RAW,25,-0.099512,9.704819,4.061214
As_num,M1_Core,SVR_RBF,LOG1P,1,-2.183162,0.498683,0.432798
As_num,M1_Core,SVR_RBF,LOG1P,2,-0.320945,11.101605,5.836688
As_num,M1_Core,SVR_RBF,LOG1P,3,-0.191618,4.222636,1.986376
As_num,M1_Core,SVR_RBF,LOG1P,4,-0.268693,1.965243,1.176627
As_num,M1_Core,SVR_RBF,LOG1P,5,-0.216987,10.080143,4.248308
As_num,M1_Core,SVR_RBF,LOG1P,6,-0.117425,4.080305,1.82526
As_num,M1_Core,SVR_RBF,LOG1P,7,0.183627,1.543701,0.933018
As_num,M1_Core,SVR_RBF,LOG1P,8,-0.309774,5.385506,2.623043
As_num,M1_Core,SVR_RBF,LOG1P,9,0.215042,1.127177,0.740325
As_num,M1_Core,SVR_RBF,LOG1P,10,-0.345258,13.930381,7.213037
As_num,M1_Core,SVR_RBF,LOG1P,11,-0.156853,1.170514,0.763544
As_num,M1_Core,SVR_RBF,LOG1P,12,-0.490057,6.950332,4.10327
As_num,M1_Core,SVR_RBF,LOG1P,13,-0.150394,9.893221,4.025022
As_num,M1_Core,SVR_RBF,LOG1P,14,-0.172249,9.705643,3.729457
As_num,M1_Core,SVR_RBF,LOG1P,15,0.342765,0.986246,0.657763
As_num,M1_Core,SVR_RBF,LOG1P,16,-0.283164,1.982635,1.23038
As_num,M1_Core,SVR_RBF,LOG1P,17,-5.63146,1.485957,1.236313
As_num,M1_Core,SVR_RBF,LOG1P,18,-0.18648,10.051233,4.150037
As_num,M1_Core,SVR_RBF,LOG1P,19,-0.307649,10.547068,5.038968
As_num,M1_Core,SVR_RBF,LOG1P,20,-0.131478,5.208575,2.241981
As_num,M1_Core,SVR_RBF,LOG1P,21,0.122094,1.21319,0.822665
As_num,M1_Core,SVR_RBF,LOG1P,22,-0.117124,5.198523,2.067341
As_num,M1_Core,SVR_RBF,LOG1P,23,-0.180288,9.799776,4.004549
As_num,M1_Core,SVR_RBF,LOG1P,24,-0.419305,4.525883,2.624961
As_num,M1_Core,SVR_RBF,LOG1P,25,-0.182278,10.063457,4.076906
As_num,M1_Core,SVR_RBF,RAW,1,-1.58854,0.4497,0.391312
As_num,M1_Core,SVR_RBF,RAW,2,-0.309737,11.054404,5.658366
As_num,M1_Core,SVR_RBF,RAW,3,-0.189797,4.219409,2.009769
As_num,M1_Core,SVR_RBF,RAW,4,-0.153886,1.874215,1.172899
As_num,M1_Core,SVR_RBF,RAW,5,-0.216942,10.079956,4.318108
As_num,M1_Core,SVR_RBF,RAW,6,-0.134243,4.110896,1.820455
As_num,M1_Core,SVR_RBF,RAW,7,0.222269,1.506723,0.901055
As_num,M1_Core,SVR_RBF,RAW,8,-0.306636,5.37905,2.599884
As_num,M1_Core,SVR_RBF,RAW,9,0.015217,1.262523,0.803711
As_num,M1_Core,SVR_RBF,RAW,10,-0.328865,13.845244,7.225596
As_num,M1_Core,SVR_RBF,RAW,11,-0.231497,1.207686,0.797358
As_num,M1_Core,SVR_RBF,RAW,12,-0.470945,6.905616,4.09523
As_num,M1_Core,SVR_RBF,RAW,13,-0.151919,9.899778,3.97705
As_num,M1_Core,SVR_RBF,RAW,14,-0.175866,9.720606,3.795875
As_num,M1_Core,SVR_RBF,RAW,15,0.215118,1.077773,0.691388
As_num,M1_Core,SVR_RBF,RAW,16,-0.262811,1.966848,1.246837
As_num,M1_Core,SVR_RBF,RAW,17,-2.194398,1.031327,0.956847
As_num,M1_Core,SVR_RBF,RAW,18,-0.181839,10.031557,4.197533
As_num,M1_Core,SVR_RBF,RAW,19,-0.301877,10.523767,5.038693
As_num,M1_Core,SVR_RBF,RAW,20,-0.13311,5.212331,2.214702
As_num,M1_Core,SVR_RBF,RAW,21,0.078054,1.243247,0.866699
As_num,M1_Core,SVR_RBF,RAW,22,-0.121986,5.209822,2.112204
As_num,M1_Core,SVR_RBF,RAW,23,-0.161136,9.719944,3.828165
As_num,M1_Core,SVR_RBF,RAW,24,-0.423137,4.531989,2.605637
As_num,M1_Core,SVR_RBF,RAW,25,-0.161619,9.975146,3.99574
As_num,M2_Core_Salinity,Ridge,LOG1P,1,-24.46965,1.410609,1.321631
As_num,M2_Core_Salinity,Ridge,LOG1P,2,-0.309002,11.051306,6.135509
As_num,M2_Core_Salinity,Ridge,LOG1P,3,-0.085998,4.031157,2.304184
As_num,M2_Core_Salinity,Ridge,LOG1P,4,0.073577,1.679355,1.29535
As_num,M2_Core_Salinity,Ridge,LOG1P,5,-0.113523,9.642137,4.516513
As_num,M2_Core_Salinity,Ridge,LOG1P,6,-0.341183,4.470205,2.891139
As_num,M2_Core_Salinity,Ridge,LOG1P,7,-0.36594,1.9968,1.624518
As_num,M2_Core_Salinity,Ridge,LOG1P,8,-0.19367,5.141271,2.482666
As_num,M2_Core_Salinity,Ridge,LOG1P,9,-0.523999,1.570585,1.357699
As_num,M2_Core_Salinity,Ridge,LOG1P,10,-0.288431,13.632977,7.313756
As_num,M2_Core_Salinity,Ridge,LOG1P,11,-0.932313,1.512781,1.272216
As_num,M2_Core_Salinity,Ridge,LOG1P,12,-0.352069,6.620694,4.207891
As_num,M2_Core_Salinity,Ridge,LOG1P,13,-0.08133,9.591657,4.277208
As_num,M2_Core_Salinity,Ridge,LOG1P,14,-0.156054,9.638368,3.938493
As_num,M2_Core_Salinity,Ridge,LOG1P,15,-1.153379,1.785194,1.524744
As_num,M2_Core_Salinity,Ridge,LOG1P,16,-0.071094,1.811405,1.460291
As_num,M2_Core_Salinity,Ridge,LOG1P,17,-22.978497,2.825613,2.439591
As_num,M2_Core_Salinity,Ridge,LOG1P,18,-0.099278,9.674822,4.625434
As_num,M2_Core_Salinity,Ridge,LOG1P,19,-0.246502,10.29752,5.047836
As_num,M2_Core_Salinity,Ridge,LOG1P,20,-0.125913,5.195752,2.608032
As_num,M2_Core_Salinity,Ridge,LOG1P,21,-0.660906,1.668696,1.403839
As_num,M2_Core_Salinity,Ridge,LOG1P,22,-0.097184,5.151918,2.769967
As_num,M2_Core_Salinity,Ridge,LOG1P,23,-0.141461,9.63724,4.320074
As_num,M2_Core_Salinity,Ridge,LOG1P,24,-0.367158,4.441962,2.908945
As_num,M2_Core_Salinity,Ridge,LOG1P,25,-0.07404,9.591746,4.120662
As_num,M2_Core_Salinity,Ridge,RAW,1,-263.96228,4.549745,4.214447
As_num,M2_Core_Salinity,Ridge,RAW,2,-0.275965,10.910954,6.96825
As_num,M2_Core_Salinity,Ridge,RAW,3,-0.968693,5.427553,4.611018
As_num,M2_Core_Salinity,Ridge,RAW,4,-1.897325,2.969864,2.019329
As_num,M2_Core_Salinity,Ridge,RAW,5,-0.061853,9.41577,6.154081
As_num,M2_Core_Salinity,Ridge,RAW,6,-1.573131,6.191764,5.316275
As_num,M2_Core_Salinity,Ridge,RAW,7,-6.512652,4.682906,3.938482
As_num,M2_Core_Salinity,Ridge,RAW,8,-0.187806,5.128626,3.420692
As_num,M2_Core_Salinity,Ridge,RAW,9,-7.15362,3.632822,3.102242
As_num,M2_Core_Salinity,Ridge,RAW,10,-0.229692,13.318596,7.642467
As_num,M2_Core_Salinity,Ridge,RAW,11,-11.519919,3.850687,3.210376
As_num,M2_Core_Salinity,Ridge,RAW,12,-0.416589,6.776823,5.433199
As_num,M2_Core_Salinity,Ridge,RAW,13,-0.108333,9.710678,5.435516
As_num,M2_Core_Salinity,Ridge,RAW,14,-0.006418,8.992982,4.42725
As_num,M2_Core_Salinity,Ridge,RAW,15,-11.909766,4.371035,3.868681
As_num,M2_Core_Salinity,Ridge,RAW,16,-2.583856,3.313424,2.720157
As_num,M2_Core_Salinity,Ridge,RAW,17,-91.851472,5.560273,5.008403
As_num,M2_Core_Salinity,Ridge,RAW,18,-0.055137,9.478588,6.106524
As_num,M2_Core_Salinity,Ridge,RAW,19,-0.099167,9.669812,5.612097
As_num,M2_Core_Salinity,Ridge,RAW,20,-0.565874,6.127374,4.579782
As_num,M2_Core_Salinity,Ridge,RAW,21,-7.968878,3.877697,3.281182
As_num,M2_Core_Salinity,Ridge,RAW,22,-0.551833,6.127054,5.071681
As_num,M2_Core_Salinity,Ridge,RAW,23,-0.088559,9.411268,5.429716
As_num,M2_Core_Salinity,Ridge,RAW,24,-1.509375,6.017946,4.448189
As_num,M2_Core_Salinity,Ridge,RAW,25,-0.030662,9.396054,5.34833
As_num,M2_Core_Salinity,Lasso,LOG1P,1,-14.404778,1.097041,1.075641
As_num,M2_Core_Salinity,Lasso,LOG1P,2,-0.236703,10.741776,5.612369
As_num,M2_Core_Salinity,Lasso,LOG1P,3,-0.056287,3.975632,2.201
As_num,M2_Core_Salinity,Lasso,LOG1P,4,-0.03534,1.775331,1.320911
As_num,M2_Core_Salinity,Lasso,LOG1P,5,-0.148753,9.793477,4.349516
As_num,M2_Core_Salinity,Lasso,LOG1P,6,-0.105331,4.058165,2.233674
As_num,M2_Core_Salinity,Lasso,LOG1P,7,0.045007,1.669625,1.474611
As_num,M2_Core_Salinity,Lasso,LOG1P,8,-0.186949,5.126775,2.373213
As_num,M2_Core_Salinity,Lasso,LOG1P,9,-0.088916,1.327597,1.155435
As_num,M2_Core_Salinity,Lasso,LOG1P,10,-0.279526,13.585786,7.195028
As_num,M2_Core_Salinity,Lasso,LOG1P,11,-0.27854,1.230537,1.069544
As_num,M2_Core_Salinity,Lasso,LOG1P,12,-0.3685,6.660803,4.153557
As_num,M2_Core_Salinity,Lasso,LOG1P,13,-0.110719,9.721125,4.006106
As_num,M2_Core_Salinity,Lasso,LOG1P,14,-0.093908,9.375725,3.907459
As_num,M2_Core_Salinity,Lasso,LOG1P,15,-0.342123,1.409358,1.289667
As_num,M2_Core_Salinity,Lasso,LOG1P,16,0.026227,1.727153,1.269901
As_num,M2_Core_Salinity,Lasso,LOG1P,17,-7.707778,1.702768,1.550177
As_num,M2_Core_Salinity,Lasso,LOG1P,18,-0.12185,9.773643,4.396671
As_num,M2_Core_Salinity,Lasso,LOG1P,19,-0.235266,10.251007,5.002753
As_num,M2_Core_Salinity,Lasso,LOG1P,20,-0.082341,5.094224,2.421365
As_num,M2_Core_Salinity,Lasso,LOG1P,21,-0.186936,1.410647,1.254662
As_num,M2_Core_Salinity,Lasso,LOG1P,22,-0.065575,5.077163,2.461175
As_num,M2_Core_Salinity,Lasso,LOG1P,23,-0.074367,9.349716,3.965235
As_num,M2_Core_Salinity,Lasso,LOG1P,24,-0.306891,4.342954,2.592166
As_num,M2_Core_Salinity,Lasso,LOG1P,25,-0.101625,9.71414,4.111027
As_num,M2_Core_Salinity,Lasso,RAW,1,-250.270113,4.430629,4.128091
As_num,M2_Core_Salinity,Lasso,RAW,2,-0.213297,10.639642,6.645174
As_num,M2_Core_Salinity,Lasso,RAW,3,-0.863332,5.28032,4.437723
As_num,M2_Core_Salinity,Lasso,RAW,4,-2.085456,3.064768,2.089382
As_num,M2_Core_Salinity,Lasso,RAW,5,-0.053385,9.378149,6.040031
As_num,M2_Core_Salinity,Lasso,RAW,6,-1.540743,6.152672,5.190544
As_num,M2_Core_Salinity,Lasso,RAW,7,-6.555215,4.696153,3.935819
As_num,M2_Core_Salinity,Lasso,RAW,8,-0.188306,5.129705,3.27749
As_num,M2_Core_Salinity,Lasso,RAW,9,-6.783011,3.5493,3.059389
As_num,M2_Core_Salinity,Lasso,RAW,10,-0.217773,13.253891,7.49843
As_num,M2_Core_Salinity,Lasso,RAW,11,-10.663025,3.716576,3.091109
As_num,M2_Core_Salinity,Lasso,RAW,12,-0.431513,6.812427,5.46564
As_num,M2_Core_Salinity,Lasso,RAW,13,-0.107297,9.706137,5.559032
As_num,M2_Core_Salinity,Lasso,RAW,14,0.004549,8.943847,4.429608
As_num,M2_Core_Salinity,Lasso,RAW,15,-11.813964,4.354787,3.840436
As_num,M2_Core_Salinity,Lasso,RAW,16,-2.193892,3.127965,2.569009
As_num,M2_Core_Salinity,Lasso,RAW,17,-87.994066,5.443551,4.883704
As_num,M2_Core_Salinity,Lasso,RAW,18,-0.056853,9.486292,6.104594
As_num,M2_Core_Salinity,Lasso,RAW,19,-0.08782,9.619771,5.515655
As_num,M2_Core_Salinity,Lasso,RAW,20,-0.524006,6.044902,4.441614
As_num,M2_Core_Salinity,Lasso,RAW,21,-7.63516,3.804872,3.19676
As_num,M2_Core_Salinity,Lasso,RAW,22,-0.55252,6.12841,5.034945
As_num,M2_Core_Salinity,Lasso,RAW,23,-0.051152,9.24815,5.337169
