target,feature_set,model,transformation,fold_idx,r2,rmse,mae
Fe_num,M4_Core_IonExchange,Ridge,RAW,16,0.181309,1.793051,1.453139
Fe_num,M4_Core_IonExchange,Ridge,RAW,17,-13.382515,1.394623,1.29375
Fe_num,M4_Core_IonExchange,Ridge,RAW,18,-0.366496,3.401498,2.827284
Fe_num,M4_Core_IonExchange,Ridge,RAW,19,-0.140954,6.758799,3.579409
Fe_num,M4_Core_IonExchange,Ridge,RAW,20,-74.191574,2.704859,2.264747
Fe_num,M4_Core_IonExchange,Ridge,RAW,21,-0.521936,3.752286,2.612295
Fe_num,M4_Core_IonExchange,Ridge,RAW,22,-37.145618,2.346717,2.037321
Fe_num,M4_Core_IonExchange,Ridge,RAW,23,-0.090012,6.672141,3.494849
Fe_num,M4_Core_IonExchange,Ridge,RAW,24,-2.87969,2.564885,2.205348
Fe_num,M4_Core_IonExchange,Ridge,RAW,25,-0.966504,1.659803,1.452711
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,1,-0.206992,0.743878,0.699132
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,2,-0.130483,6.741703,2.803278
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,3,-0.117574,2.32939,1.432919
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,4,-1.067397,0.621682,0.615678
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,5,-0.256057,3.248048,1.865362
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,6,0.052674,1.253962,0.872339
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,7,-27.692737,0.660796,0.6129
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,8,-0.151188,0.720331,0.673464
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,9,-0.314069,3.677116,2.17725
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,10,-0.242539,6.910477,3.205531
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,11,-0.105864,2.082451,1.236515
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,12,-0.009607,1.287808,0.981638
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,13,-0.097637,1.257973,0.761254
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,14,-0.108154,6.733227,2.826216
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,15,-0.111405,3.02037,1.521274
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,16,-0.015658,1.997131,1.073234
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,17,-1.317647,0.559839,0.494593
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,18,-0.263916,3.271335,1.98236
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,19,-0.17593,6.861613,3.230405
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,20,-2.719456,0.601589,0.555498
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,21,-0.522271,3.752698,2.351279
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,22,-2.868312,0.747307,0.707891
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,23,-0.115021,6.74825,2.934534
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,24,-0.018528,1.314183,0.993875
Fe_num,M4_Core_IonExchange,Lasso,LOG1P,25,-0.124775,1.255284,0.790744
Fe_num,M4_Core_IonExchange,Lasso,RAW,1,-10.955689,2.34119,1.900168
Fe_num,M4_Core_IonExchange,Lasso,RAW,2,-0.077402,6.581525,3.177002
Fe_num,M4_Core_IonExchange,Lasso,RAW,3,-0.376682,2.585359,2.458058
Fe_num,M4_Core_IonExchange,Lasso,RAW,4,-9.15824,1.378052,1.166249
Fe_num,M4_Core_IonExchange,Lasso,RAW,5,-0.196434,3.170021,2.281606
Fe_num,M4_Core_IonExchange,Lasso,RAW,6,-3.031598,2.586862,2.417311
Fe_num,M4_Core_IonExchange,Lasso,RAW,7,-225.843302,1.857995,1.69846
Fe_num,M4_Core_IonExchange,Lasso,RAW,8,-3.013208,1.344946,1.012436
Fe_num,M4_Core_IonExchange,Lasso,RAW,9,-0.151168,3.441656,2.089676
Fe_num,M4_Core_IonExchange,Lasso,RAW,10,-0.18705,6.754412,3.230222
Fe_num,M4_Core_IonExchange,Lasso,RAW,11,0.112186,1.865886,1.300849
Fe_num,M4_Core_IonExchange,Lasso,RAW,12,-1.572792,2.055784,1.962423
Fe_num,M4_Core_IonExchange,Lasso,RAW,13,-1.034425,1.712627,1.330868
Fe_num,M4_Core_IonExchange,Lasso,RAW,14,-0.064711,6.599926,3.128323
Fe_num,M4_Core_IonExchange,Lasso,RAW,15,-0.350538,3.329488,2.453791
Fe_num,M4_Core_IonExchange,Lasso,RAW,16,0.165549,1.810228,1.456339
Fe_num,M4_Core_IonExchange,Lasso,RAW,17,-14.1535,1.431515,1.360867
Fe_num,M4_Core_IonExchange,Lasso,RAW,18,-0.303222,3.321813,2.675022
Fe_num,M4_Core_IonExchange,Lasso,RAW,19,-0.110883,6.669137,3.391222
Fe_num,M4_Core_IonExchange,Lasso,RAW,20,-55.940883,2.353814,2.018118
Fe_num,M4_Core_IonExchange,Lasso,RAW,21,-0.496493,3.720789,2.592647
Fe_num,M4_Core_IonExchange,Lasso,RAW,22,-32.672323,2.20483,1.933554
Fe_num,M4_Core_IonExchange,Lasso,RAW,23,-0.0652,6.595766,3.367768
Fe_num,M4_Core_IonExchange,Lasso,RAW,24,-2.602004,2.471391,2.090461
Fe_num,M4_Core_IonExchange,Lasso,RAW,25,-0.742966,1.562621,1.387184
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,1,0.050457,0.659791,0.422314
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,2,-0.148083,6.793979,2.809016
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,3,-0.191252,2.40495,1.385181
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,4,0.623439,0.265322,0.234603
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,5,-0.381958,3.406945,1.948377
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,6,0.086807,1.231164,0.662812
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,7,-13.87844,0.475839,0.351194
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,8,-0.35671,0.781992,0.544823
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,9,-0.327175,3.695407,2.092173
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,10,-0.267087,6.978405,3.24564
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,11,-0.135322,2.110005,1.103273
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,12,0.073321,1.233785,0.68635
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,13,-0.13447,1.278906,0.607628
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,14,-0.149522,6.857753,2.757215
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,15,-0.20736,3.148056,1.513129
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,16,-0.070907,2.050731,0.935988
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,17,-0.261634,0.413053,0.301088
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,18,-0.318733,3.341523,1.942686
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,19,-0.207473,6.95303,3.18806
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,20,-1.850739,0.52667,0.447185
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,21,-0.599094,3.846226,2.410458
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,22,-1.075198,0.547354,0.44817
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,23,-0.14281,6.831824,2.874733
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,24,0.062884,1.260567,0.575466
Fe_num,M4_Core_IonExchange,HuberRegressor,LOG1P,25,-0.256319,1.326658,0.700101
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,1,0.046576,0.661138,0.446812
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,2,-0.141313,6.77392,2.855179
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,3,-0.190123,2.403809,1.412591
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,4,0.495268,0.307176,0.280226
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,5,-0.380236,3.404822,1.946657
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,6,0.097102,1.224205,0.675239
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,7,-16.128651,0.510556,0.400596
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,8,-0.353993,0.781209,0.574724
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,9,-0.326579,3.694577,2.097332
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,10,-0.266067,6.975596,3.247431
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,11,-0.136952,2.11152,1.124895
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,12,0.080405,1.229061,0.726179
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,13,-0.14277,1.283575,0.667199
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,14,-0.143989,6.841231,2.790301
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,15,-0.206481,3.14691,1.51252
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,16,-0.062624,2.042784,0.946514
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,17,-0.372249,0.43078,0.321969
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,18,-0.313651,3.335078,1.949734
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,19,-0.202804,6.939574,3.230285
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,20,-2.098862,0.549112,0.50352
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,21,-0.598856,3.845939,2.410637
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,22,-1.25749,0.570889,0.488137
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,23,-0.134491,6.806913,2.887288
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,24,0.063375,1.260237,0.636937
Fe_num,M4_Core_IonExchange,HuberRegressor,RAW,25,-0.25428,1.325581,0.732817
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,1,0.03382,0.665546,0.497148
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,2,-0.179228,6.885517,2.927691
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,3,-0.071636,2.281013,1.339915
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,4,0.090905,0.41225,0.254589
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,5,-0.329427,3.341565,1.925648
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,6,0.092789,1.227125,0.746979
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,7,-12.12859,0.446982,0.372595
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,8,0.070801,0.647163,0.502789
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,9,-0.333489,3.704186,2.143313
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,10,-0.293215,7.049988,3.432458
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,11,-0.084783,2.062508,1.126914
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,12,0.134707,1.192221,0.690109
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,13,-0.240316,1.337236,0.690951
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,14,-0.164325,6.901769,2.743964
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,15,-0.098811,3.003209,1.446394
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,16,-0.009617,1.991182,0.930766
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,17,0.141547,0.34072,0.269017
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,18,-0.274247,3.284678,2.042967
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,19,-0.222269,6.995501,3.22828
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,20,-1.939729,0.534827,0.471822
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,21,-0.559844,3.798729,2.403463
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,22,-1.745687,0.629599,0.490981
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,23,-0.185629,6.958636,2.909849
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,24,0.090089,1.242135,0.679139
Fe_num,M4_Core_IonExchange,SVR_RBF,LOG1P,25,-0.363932,1.38231,0.732458
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,1,-0.001902,0.677738,0.506682
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,2,-0.177056,6.879173,2.85158
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,3,-0.108685,2.320108,1.369975
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,4,0.16605,0.394845,0.249967
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,5,-0.338331,3.352737,1.922695
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,6,0.090254,1.228838,0.75556
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,7,-9.874367,0.406802,0.362114
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,8,0.001021,0.671022,0.512208
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,9,-0.332076,3.702223,2.148137
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,10,-0.301985,7.073852,3.422537
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,11,-0.113206,2.089353,1.116976
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,12,0.115876,1.205124,0.68523
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,13,-0.278743,1.357793,0.733065
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,14,-0.167483,6.911123,2.73778
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,15,-0.117564,3.028728,1.460748
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,16,-0.048702,2.029359,0.948998
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,17,0.305783,0.306399,0.257487
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,18,-0.294555,3.310748,2.022761
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,19,-0.219269,6.986911,3.213842
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,20,-1.545026,0.49763,0.448661
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,21,-0.579014,3.822,2.422019
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,22,-1.296093,0.575749,0.469698
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,23,-0.180274,6.942902,2.915158
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,24,0.051793,1.268005,0.707023
Fe_num,M4_Core_IonExchange,SVR_RBF,RAW,25,-0.376735,1.388782,0.722909
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,1,-1.058381,0.971432,0.811754
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,2,-0.162256,6.835787,2.89005
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,3,-0.014281,2.219133,1.436639
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,4,-0.304928,0.493912,0.396527
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,5,-0.173241,3.139145,1.835791
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,6,-0.097098,1.349452,1.073578
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,7,-56.842798,0.938223,0.746808
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,8,0.212853,0.595644,0.476156
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,9,-0.278624,3.627184,2.120736
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,10,-0.278283,7.009167,3.274593
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,11,0.096401,1.882401,1.114854
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,12,-0.017639,1.292921,0.994784
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,13,-0.31282,1.375766,0.80587
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,14,-0.137684,6.822351,2.894115
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,15,-0.033597,2.912726,1.471796
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,16,0.11797,1.861121,1.055054
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,17,-1.93503,0.630008,0.55606
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,18,-0.226457,3.222495,2.219896
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,19,-0.19353,6.91277,3.27114
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,20,-4.404662,0.725177,0.585648
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,21,-0.49152,3.714602,2.253588
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,22,-5.628666,0.978254,0.845959
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,23,-0.137149,6.814882,3.043321
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,24,-0.450803,1.56846,1.059319
Fe_num,M5_Core_DepthInteractions,Ridge,LOG1P,25,-0.260285,1.328751,0.899482
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,1,-17.117724,2.882047,2.181552
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,2,-0.182725,6.895719,3.396201
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,3,-1.723712,3.63651,3.44552
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,4,-11.193077,1.509778,1.253054
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,5,-0.164888,3.127949,2.31452
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,6,-4.953023,3.143427,2.775309
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,7,-283.333484,2.080154,1.853671
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,8,-6.112635,1.7905,1.487937
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,9,-0.337195,3.70933,2.440369
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,10,-0.30367,7.078427,3.542442
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,11,-0.123679,2.099158,1.586839
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,12,-1.480808,2.018699,1.934153
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,13,-4.749554,2.879115,2.038737
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,14,-0.139917,6.829044,3.141893
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,15,-0.116001,3.026609,2.061469
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,16,-0.277149,2.239513,1.926642
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,17,-16.426356,1.535122,1.428572
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,18,-0.601866,3.682808,3.135029
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,19,-0.189804,6.901971,3.509539
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,20,-74.566085,2.711587,2.015418
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,21,-0.580238,3.823481,2.613707
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,22,-37.295451,2.351322,2.130579
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,23,-0.13913,6.820817,3.382178
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,24,-7.493992,3.795117,2.747115
Fe_num,M5_Core_DepthInteractions,Ridge,RAW,25,-1.657752,1.929596,1.751425
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,1,-0.226375,0.749827,0.706213
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,2,-0.131165,6.743736,2.803885
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,3,-0.117574,2.32939,1.432919
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,4,-1.173729,0.637469,0.630799
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,5,-0.258809,3.251603,1.867692
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,6,0.04853,1.256701,0.876343
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,7,-28.975688,0.675408,0.626317
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,8,-0.2083,0.737983,0.689025
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,9,-0.314069,3.677116,2.17725
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,10,-0.243035,6.911856,3.206093
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,11,-0.105864,2.082451,1.236515
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,12,-0.029609,1.300503,0.978257
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,13,-0.097637,1.257973,0.761254
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,14,-0.108154,6.733227,2.826216
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,15,-0.114311,3.024317,1.525877
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,16,-0.026759,2.008016,1.070578
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,17,-1.331655,0.561528,0.500357
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,18,-0.267554,3.276041,1.983914
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,19,-0.17593,6.861613,3.230405
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,20,-2.819039,0.609589,0.561342
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,21,-0.521203,3.751382,2.345171
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,22,-2.903372,0.750686,0.70857
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,23,-0.117251,6.754994,2.93022
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,24,-0.018528,1.314183,0.993875
Fe_num,M5_Core_DepthInteractions,Lasso,LOG1P,25,-0.124775,1.255284,0.790744
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,1,-13.290537,2.559609,2.015153
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,2,-0.101777,6.655559,3.211744
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,3,-0.798289,2.954839,2.812118
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,4,-9.68327,1.413216,1.195972
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,5,-0.139653,3.093884,2.262526
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,6,-3.292249,2.669175,2.473734
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,7,-258.074571,1.98561,1.835793
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,8,-3.730018,1.460126,1.112922
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,9,-0.174598,3.476505,2.252986
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,10,-0.205834,6.807641,3.297873
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,11,0.079577,1.899843,1.403496
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,12,-1.377175,1.976085,1.923345
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,13,-1.534015,1.911378,1.539675
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,14,-0.069634,6.615168,3.14812
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,15,-0.057362,2.946021,2.014226
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,16,-0.063461,2.04359,1.72844
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,17,-16.266038,1.528044,1.461833
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,18,-0.419742,3.467135,2.884833
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,19,-0.121712,6.701563,3.459689
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,20,-36.129959,1.900738,1.622105
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,21,-0.307746,3.478239,2.254331
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,22,-33.255039,2.223826,2.011049
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,23,-0.088761,6.668312,3.308339
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,24,-3.262201,2.688353,2.21266
Fe_num,M5_Core_DepthInteractions,Lasso,RAW,25,-1.14929,1.735228,1.582549
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,1,-0.077188,0.702741,0.462926
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,2,-0.177497,6.880462,2.69602
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,3,-0.222857,2.436643,1.359064
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,4,0.558268,0.287366,0.245885
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,5,-0.370231,3.392458,1.912741
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,6,0.009355,1.282312,0.656133
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,7,-17.88426,0.536082,0.401403
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,8,-0.307246,0.767605,0.495767
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,9,-0.374746,3.761052,2.136302
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,10,-0.293155,7.049824,3.272662
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,11,-0.161457,2.134154,1.236572
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,12,0.001443,1.280742,0.638974
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,13,-0.170566,1.299092,0.534707
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,14,-0.170696,6.920624,2.787014
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,15,-0.172682,3.102518,1.464336
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,16,-0.097194,2.075747,0.941302
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,17,0.021619,0.363742,0.270119
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,18,-0.33538,3.362547,1.94333
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,19,-0.214157,6.972249,3.170917
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,20,-1.80809,0.522716,0.495675
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,21,-0.64126,3.896605,2.435558
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,22,-1.70872,0.625346,0.533008
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,23,-0.158413,6.878305,2.843598
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,24,0.017441,1.290769,0.567641
Fe_num,M5_Core_DepthInteractions,HuberRegressor,LOG1P,25,-0.266286,1.33191,0.754556
Fe_num,M5_Core_DepthInteractions,HuberRegressor,RAW,1,-0.088499,0.706421,0.496673
Fe_num,M5_Core_DepthInteractions,HuberRegressor,RAW,2,-0.178469,6.883299,2.731724
Fe_num,M5_Core_DepthInteractions,HuberRegressor,RAW,3,-0.214242,2.428045,1.389793
Fe_num,M5_Core_DepthInteractions,HuberRegressor,RAW,4,0.380895,0.340203,0.302821
Fe_num,M5_Core_DepthInteractions,HuberRegressor,RAW,5,-0.369907,3.392058,1.916831
