target,input_set_id,input_set_name,num_features,model,transformation,effective_N,mean_R2,median_R2,sd_R2,RMSE,MAE,spearman_rho,pos_fold_count,pos_fold_pct
Pb_num,E2,E2_Min3_Field_Plus_Depth,3,Ridge,LOG1P,40,-0.9025,-0.1315,2.7717,0.9426,0.5858,0.4513,10,40.0
Pb_num,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,RAW,40,-2.4415,-0.1872,5.4813,1.0643,0.6855,0.3894,6,24.0
Pb_num,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,LOG1P,40,-0.8287,-0.041,3.5676,0.9459,0.5852,0.3672,11,44.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,RAW,40,-1.0534,-0.1521,2.8632,0.9925,0.6101,0.2334,9,36.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,LOG1P,40,-1.4791,-0.1443,2.7535,1.044,0.6425,0.2226,8,32.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,RAW,40,-3.0685,-0.415,6.0974,1.1038,0.7124,0.3975,6,24.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,LOG1P,40,-1.038,-0.1203,3.1255,0.9511,0.5931,0.4205,9,36.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,RAW,40,-2.3703,-0.2035,5.8886,1.0551,0.6827,0.3611,7,28.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,LOG1P,40,-1.0279,-0.1392,4.3315,0.975,0.6073,0.1589,8,32.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,RAW,40,-3.0257,-0.6531,5.528,1.1149,0.7144,0.4211,6,24.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,LOG1P,40,-0.9587,-0.171,2.7614,0.9515,0.5924,0.4316,9,36.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,RAW,40,-2.5033,-0.1872,5.5,1.0699,0.6908,0.3783,6,24.0
Pb_num,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,LOG1P,40,-0.8506,-0.0851,3.564,0.9496,0.5886,0.3536,10,40.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,RAW,40,-1.0019,-0.1435,3.1573,0.9835,0.6058,0.249,9,36.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,LOG1P,40,-1.4141,-0.1391,2.91,1.0317,0.6338,0.2585,7,28.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,PLS,RAW,40,-3.1112,-0.9618,5.9175,1.1235,0.7187,0.3966,6,24.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,PLS,LOG1P,40,-1.035,-0.0955,3.1297,0.9565,0.5986,0.4262,9,36.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,RAW,40,-2.3699,-0.1959,5.8888,1.0546,0.6819,0.3638,7,28.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,LOG1P,40,-1.0142,-0.1392,4.3335,0.9729,0.6052,0.1648,8,32.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,RAW,40,-2.4673,-0.2672,5.3997,1.0375,0.674,0.4467,9,36.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,LOG1P,40,-0.6657,-0.0339,2.2395,0.9156,0.5598,0.4592,12,48.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,RAW,40,-2.4431,-0.1872,5.4815,1.0647,0.6862,0.3892,6,24.0
Pb_num,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,LOG1P,40,-0.8293,-0.0419,3.5676,0.9459,0.5848,0.3693,11,44.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,RAW,40,-1.0052,-0.1589,3.0494,0.9895,0.6128,0.2046,7,28.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,LOG1P,40,-1.4028,-0.1424,2.87,1.0353,0.6387,0.2064,6,24.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,PLS,RAW,40,-3.2961,-0.6959,6.3981,1.1245,0.7242,0.3866,6,24.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,PLS,LOG1P,40,-1.2043,-0.15,3.5346,0.9649,0.6046,0.4014,9,36.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Lasso,RAW,40,-2.3704,-0.2035,5.8886,1.0551,0.6827,0.3605,7,28.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Lasso,LOG1P,40,-1.0287,-0.1392,4.3314,0.9751,0.6074,0.1584,8,32.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Ridge,RAW,40,-2.5974,-0.2872,5.4809,1.0513,0.6858,0.4319,8,32.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Ridge,LOG1P,40,-0.7334,-0.0634,2.255,0.9263,0.5702,0.4362,10,40.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,ElasticNet,RAW,40,-2.505,-0.1872,5.5002,1.0703,0.6915,0.378,6,24.0
Pb_num,E5,E5_Full_Parsimonious_Easy_Panel,6,ElasticNet,LOG1P,40,-0.8513,-0.085,3.564,0.9496,0.5882,0.355,10,40.0
Ni_num,E1,E1_Min2_FieldOnly,2,SVR_RBF,RAW,40,-0.0081,0.2888,1.2344,1.4985,0.951,0.5746,17,68.0
Ni_num,E1,E1_Min2_FieldOnly,2,SVR_RBF,LOG1P,40,-0.0706,0.3342,1.3217,1.5086,0.9725,0.5781,16,64.0
Ni_num,E1,E1_Min2_FieldOnly,2,PLS,RAW,40,-0.397,0.2422,2.5575,1.5777,1.0762,0.6095,15,60.0
Ni_num,E1,E1_Min2_FieldOnly,2,PLS,LOG1P,40,0.0665,0.2467,0.8456,1.5088,0.9599,0.6107,18,72.0
Ni_num,E1,E1_Min2_FieldOnly,2,Lasso,RAW,40,-0.3239,0.2458,2.4259,1.5585,1.0714,0.6159,15,60.0
Ni_num,E1,E1_Min2_FieldOnly,2,Lasso,LOG1P,40,0.0086,0.2507,1.1849,1.5467,1.0191,0.6073,17,68.0
Ni_num,E1,E1_Min2_FieldOnly,2,Ridge,RAW,40,-0.4004,0.2399,2.6205,1.5764,1.0784,0.6102,16,64.0
Ni_num,E1,E1_Min2_FieldOnly,2,Ridge,LOG1P,40,0.0739,0.2472,0.8658,1.5049,0.9562,0.6114,17,68.0
Ni_num,E1,E1_Min2_FieldOnly,2,ElasticNet,RAW,40,-0.371,0.2391,2.5971,1.5676,1.0786,0.6143,16,64.0
Ni_num,E1,E1_Min2_FieldOnly,2,ElasticNet,LOG1P,40,0.0813,0.3022,0.9619,1.507,0.9681,0.6176,17,68.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,SVR_RBF,RAW,40,-0.0873,0.2562,1.2865,1.5452,1.0018,0.5244,17,68.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,SVR_RBF,LOG1P,40,-0.0971,0.2098,1.1,1.5984,1.0523,0.4805,16,64.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,PLS,RAW,40,-0.5518,0.1103,2.442,1.6878,1.1546,0.5645,14,56.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,PLS,LOG1P,40,-0.1691,0.0841,1.2022,1.6177,1.0331,0.5712,15,60.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,Lasso,RAW,40,-0.422,0.1665,2.4034,1.6174,1.1141,0.5874,13,52.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,Lasso,LOG1P,40,0.0037,0.2507,1.1827,1.5502,1.0216,0.6052,17,68.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,Ridge,RAW,40,-0.5348,0.122,2.4663,1.6757,1.1453,0.5725,14,56.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,Ridge,LOG1P,40,-0.1522,0.153,1.1386,1.6155,1.0255,0.5784,15,60.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,RAW,40,-0.4714,0.1486,2.4758,1.641,1.1309,0.5737,13,52.0
Ni_num,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,LOG1P,40,0.0379,0.2259,0.9612,1.5322,0.9835,0.6072,16,64.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,RAW,40,-0.0247,0.2514,1.0631,1.5329,0.9963,0.5069,17,68.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,LOG1P,40,-0.0323,0.2449,0.9144,1.5785,1.0409,0.4763,17,68.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,RAW,40,-0.649,0.102,2.8312,1.6957,1.1753,0.5926,14,56.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,LOG1P,40,-0.1694,0.1976,1.2235,1.6031,1.0359,0.6103,15,60.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,RAW,40,-0.4278,0.1665,2.3989,1.6215,1.1196,0.5881,13,52.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,LOG1P,40,-0.0186,0.2507,1.2422,1.5558,1.0282,0.603,17,68.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,RAW,40,-0.6087,0.1171,2.6544,1.6981,1.1695,0.5764,14,56.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,LOG1P,40,-0.203,0.1646,1.2588,1.6237,1.041,0.593,15,60.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,RAW,40,-0.5403,0.1486,2.6622,1.6598,1.1509,0.5865,13,52.0
Ni_num,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,LOG1P,40,-0.0125,0.2277,1.1283,1.5424,0.9992,0.619,16,64.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,RAW,40,0.0097,0.235,0.8637,1.5417,1.0048,0.5378,17,68.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,LOG1P,40,-0.0321,0.1909,0.9281,1.5815,1.0276,0.5024,17,68.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,PLS,RAW,40,-0.6617,0.0448,2.5916,1.7376,1.1788,0.5936,15,60.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,PLS,LOG1P,40,-0.6769,-0.0047,2.7883,1.7763,1.0883,0.5981,12,48.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,RAW,40,-0.4442,0.1416,2.3904,1.6307,1.1225,0.5859,13,52.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,LOG1P,40,-0.0622,0.1771,1.1889,1.5838,1.0427,0.6055,16,64.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,RAW,40,-0.5937,0.0217,2.2552,1.7225,1.1875,0.5292,14,56.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,LOG1P,40,-0.3662,0.0766,1.5271,1.7033,1.0848,0.5454,13,52.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,RAW,40,-0.5334,0.0939,2.4884,1.6694,1.1471,0.5724,13,52.0
Ni_num,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,LOG1P,40,-0.1357,0.1597,1.1642,1.6055,1.0272,0.6116,14,56.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,RAW,40,0.0293,0.2363,0.8074,1.5386,1.0038,0.5176,17,68.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,LOG1P,40,0.0187,0.1867,0.7703,1.5707,1.0222,0.4936,17,68.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,PLS,RAW,40,-0.6645,0.0797,2.7567,1.7132,1.1752,0.6099,15,60.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,PLS,LOG1P,40,-0.396,0.168,1.8062,1.6863,1.0611,0.6215,14,56.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Lasso,RAW,40,-0.4511,0.1416,2.388,1.6351,1.1281,0.5857,13,52.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Lasso,LOG1P,40,-0.0842,0.1771,1.247,1.5892,1.0493,0.6032,16,64.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Ridge,RAW,40,-0.7241,-0.056,2.6227,1.7506,1.2203,0.5427,12,48.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Ridge,LOG1P,40,-0.4025,0.1167,1.597,1.6996,1.0962,0.5695,13,52.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,ElasticNet,RAW,40,-0.5988,0.0939,2.6738,1.6868,1.1668,0.5846,13,52.0
Ni_num,E5,E5_Full_Parsimonious_Easy_Panel,6,ElasticNet,LOG1P,40,-0.1701,0.1546,1.2869,1.6081,1.0392,0.6215,14,56.0
Zn_num,E1,E1_Min2_FieldOnly,2,SVR_RBF,RAW,35,-0.5835,-0.2957,0.9792,21.7355,14.1314,-0.4181,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,SVR_RBF,LOG1P,35,-0.8265,-0.3952,1.2648,22.6565,14.7315,-0.3347,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,PLS,RAW,35,-2.1504,-0.2799,4.6386,23.1988,17.6335,-0.3497,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,PLS,LOG1P,35,-0.7704,-0.1731,1.7215,21.9327,14.6033,-0.4386,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,Lasso,RAW,35,-2.1275,-0.2673,4.6069,23.1253,17.5723,-0.3498,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,Lasso,LOG1P,35,-0.6508,-0.1227,1.6075,21.3086,13.9904,-0.3563,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,Ridge,RAW,35,-2.126,-0.2694,4.6018,23.1106,17.5485,-0.3503,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,Ridge,LOG1P,35,-0.7642,-0.174,1.7156,21.8984,14.5616,-0.442,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,ElasticNet,RAW,35,-2.1068,-0.26,4.5742,23.0456,17.4925,-0.3516,0,0.0
Zn_num,E1,E1_Min2_FieldOnly,2,ElasticNet,LOG1P,35,-0.6691,-0.1427,1.6169,21.4393,14.1026,-0.4084,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,SVR_RBF,RAW,35,-0.6198,-0.2786,1.0748,21.7475,14.1668,-0.4358,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,SVR_RBF,LOG1P,35,-1.0673,-0.3989,1.7945,22.8955,15.2185,-0.461,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,PLS,RAW,35,-2.2586,-0.4335,4.88,23.594,18.0812,-0.3537,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,PLS,LOG1P,35,-0.8505,-0.2919,1.8688,22.2152,14.9757,-0.4592,1,4.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,Lasso,RAW,35,-2.2496,-0.4276,4.8561,23.572,18.1036,-0.3561,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,Lasso,LOG1P,35,-0.6517,-0.1227,1.6075,21.3208,14.0191,-0.3736,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,Ridge,RAW,35,-2.2508,-0.4281,4.8578,23.5654,18.0888,-0.3558,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,Ridge,LOG1P,35,-0.8405,-0.2886,1.859,22.1715,14.9461,-0.4543,1,4.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,RAW,35,-2.2267,-0.4247,4.8276,23.4705,17.9934,-0.3558,0,0.0
Zn_num,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,LOG1P,35,-0.7055,-0.1427,1.6963,21.5407,14.2719,-0.451,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,RAW,35,-0.6321,-0.2877,1.0624,21.787,14.2513,-0.4281,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,LOG1P,35,-1.1045,-0.4509,1.6355,23.0146,15.3491,-0.4077,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,RAW,35,-2.3123,-0.431,4.8957,23.8131,18.3175,-0.3624,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,LOG1P,35,-0.8932,-0.3451,1.9177,22.3272,15.0777,-0.4797,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,RAW,35,-2.8463,-0.426,5.9708,24.2341,18.6782,-0.4243,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,LOG1P,35,-0.6517,-0.1227,1.6075,21.3208,14.0191,-0.3736,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,RAW,35,-2.5353,-0.4264,5.3728,23.9514,18.4024,-0.413,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,LOG1P,35,-0.9392,-0.3378,2.1177,22.4042,15.1527,-0.4705,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,RAW,35,-2.4286,-0.4242,5.1781,23.7924,18.2574,-0.4066,0,0.0
Zn_num,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,LOG1P,35,-0.709,-0.1453,1.6954,21.5707,14.3248,-0.471,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,RAW,35,-0.6194,-0.2695,1.0781,21.7158,14.1718,-0.434,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,LOG1P,35,-1.0892,-0.4706,1.8083,22.7768,15.2119,-0.4725,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,PLS,RAW,35,-2.2897,-0.4067,4.8355,23.6334,18.1299,-0.3666,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,PLS,LOG1P,35,-0.8765,-0.3116,1.8517,22.3146,15.1002,-0.4729,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,RAW,35,-2.4849,-0.481,4.834,24.3886,18.7789,-0.3748,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,LOG1P,35,-0.6518,-0.1227,1.6074,21.3233,14.0251,-0.3737,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,RAW,35,-2.4048,-0.5077,4.8506,24.0844,18.5398,-0.3792,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,LOG1P,35,-0.8793,-0.3219,1.8173,22.3381,15.0064,-0.4509,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,RAW,35,-2.3238,-0.4793,4.8226,23.8057,18.3227,-0.3807,0,0.0
Zn_num,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,LOG1P,35,-0.712,-0.1427,1.7033,21.5621,14.3224,-0.462,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,RAW,35,-0.632,-0.3028,1.0765,21.7634,14.225,-0.4302,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,LOG1P,35,-1.1661,-0.4402,1.8087,22.9867,15.3692,-0.4411,1,4.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,PLS,RAW,35,-2.3987,-0.426,4.8527,23.9856,18.498,-0.3979,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,PLS,LOG1P,35,-0.9183,-0.3389,1.8996,22.3939,15.1739,-0.4827,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Lasso,RAW,35,-3.125,-0.477,5.9662,25.1074,19.3288,-0.4326,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Lasso,LOG1P,35,-0.6518,-0.1227,1.6074,21.3233,14.0251,-0.3737,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Ridge,RAW,35,-2.7237,-0.4914,5.3603,24.5279,18.8692,-0.427,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,Ridge,LOG1P,35,-1.0077,-0.3904,2.1165,22.6602,15.3339,-0.473,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,ElasticNet,RAW,35,-2.5497,-0.4816,5.1726,24.1579,18.5921,-0.4263,0,0.0
Zn_num,E5,E5_Full_Parsimonious_Easy_Panel,6,ElasticNet,LOG1P,35,-0.7149,-0.1427,1.7026,21.5867,14.3588,-0.4691,0,0.0
HPI,E1,E1_Min2_FieldOnly,2,SVR_RBF,RAW,40,-0.2537,-0.1738,0.207,65.6425,41.6066,-0.1045,0,0.0
HPI,E1,E1_Min2_FieldOnly,2,SVR_RBF,LOG1P,40,-0.3224,-0.263,0.2279,66.3498,42.8631,0.0994,1,4.0
HPI,E1,E1_Min2_FieldOnly,2,PLS,RAW,40,-0.8647,-0.1946,1.8115,66.911,49.7366,0.029,3,12.0
HPI,E1,E1_Min2_FieldOnly,2,PLS,LOG1P,40,-0.2685,-0.1832,0.2213,65.0321,42.4687,0.0723,1,4.0
HPI,E1,E1_Min2_FieldOnly,2,Lasso,RAW,40,-0.8604,-0.2029,1.801,66.8931,49.73,0.0276,3,12.0
HPI,E1,E1_Min2_FieldOnly,2,Lasso,LOG1P,40,-0.1949,-0.1533,0.1738,64.3695,41.4726,0.0327,2,8.0
HPI,E1,E1_Min2_FieldOnly,2,Ridge,RAW,40,-0.8444,-0.2097,1.7672,66.7819,49.6307,0.028,3,12.0
HPI,E1,E1_Min2_FieldOnly,2,Ridge,LOG1P,40,-0.2591,-0.1792,0.2093,64.9491,42.3667,0.0687,1,4.0
HPI,E1,E1_Min2_FieldOnly,2,ElasticNet,RAW,40,-0.8316,-0.2222,1.7388,66.7043,49.5671,0.0245,3,12.0
HPI,E1,E1_Min2_FieldOnly,2,ElasticNet,LOG1P,40,-0.2111,-0.1589,0.1746,64.5103,41.6894,0.0527,2,8.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,SVR_RBF,RAW,40,-0.2471,-0.1685,0.2128,65.5459,41.6708,-0.1396,1,4.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,SVR_RBF,LOG1P,40,-0.3263,-0.2465,0.4271,66.8295,42.3321,0.0776,3,12.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,PLS,RAW,40,-1.4302,-0.2952,2.2788,72.4553,53.4323,-0.0566,1,4.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,PLS,LOG1P,40,-0.3345,-0.2059,0.3134,66.1313,43.1971,0.0432,0,0.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,Lasso,RAW,40,-1.4318,-0.2942,2.3068,72.433,53.4137,-0.0446,1,4.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,Lasso,LOG1P,40,-0.1956,-0.1533,0.1745,64.4085,41.5056,0.0249,2,8.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,Ridge,RAW,40,-1.3864,-0.294,2.2353,72.0871,53.132,-0.0466,1,4.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,Ridge,LOG1P,40,-0.3223,-0.1987,0.2862,66.0122,43.0718,0.0531,0,0.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,RAW,40,-1.3507,-0.2944,2.1793,71.8135,52.9341,-0.0478,1,4.0
HPI,E2,E2_Min3_Field_Plus_Depth,3,ElasticNet,LOG1P,40,-0.2191,-0.1589,0.1729,64.7546,41.8486,0.0411,1,4.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,RAW,40,-0.249,-0.1683,0.2116,65.5608,41.6691,-0.1439,0,0.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,SVR_RBF,LOG1P,40,-0.3901,-0.2626,0.5833,67.2472,42.735,0.0472,2,8.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,RAW,40,-1.4371,-0.2907,2.2355,72.4877,53.3855,-0.0249,2,8.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,PLS,LOG1P,40,-0.305,-0.2103,0.248,65.7153,42.6093,0.0643,0,0.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,RAW,40,-1.5139,-0.4482,2.1182,74.1008,54.598,-0.0871,1,4.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,Lasso,LOG1P,40,-0.2021,-0.1599,0.1719,64.4545,41.5224,0.038,2,8.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,RAW,40,-1.3967,-0.3948,2.0715,72.7125,53.5007,-0.0564,1,4.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,Ridge,LOG1P,40,-0.3385,-0.2161,0.2873,66.2969,43.3453,0.0103,0,0.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,RAW,40,-1.3554,-0.3602,2.0477,72.2264,53.1787,-0.0466,1,4.0
HPI,E3,E3_Min4_Field_Depth_LogSalinity,4,ElasticNet,LOG1P,40,-0.2247,-0.1858,0.1746,64.785,41.8197,0.0546,2,8.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,RAW,40,-0.2444,-0.172,0.2131,65.5124,41.5905,-0.1328,1,4.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,SVR_RBF,LOG1P,40,-0.2921,-0.2524,0.2885,66.7264,42.1799,0.0703,3,12.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,PLS,RAW,40,-1.7584,-0.3043,2.8988,74.6903,54.43,-0.0656,1,4.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,PLS,LOG1P,40,-0.5028,-0.2432,0.637,67.9802,44.396,0.0585,1,4.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,RAW,40,-2.769,-0.4758,4.5861,80.6177,58.5257,-0.115,0,0.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,Lasso,LOG1P,40,-0.5401,-0.1827,0.9689,67.8251,43.843,0.0225,1,4.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,RAW,40,-2.2475,-0.3981,3.7261,77.5339,56.5249,-0.1054,0,0.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,Ridge,LOG1P,40,-3.5692,-0.231,10.1029,83.3298,50.7034,0.0511,0,0.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,RAW,40,-2.0591,-0.3899,3.4148,76.3821,55.7385,-0.0986,1,4.0
HPI,E4,E4_Min5_Field_Depth_Interactions,5,ElasticNet,LOG1P,40,-0.7564,-0.2049,1.5063,69.6953,44.9343,0.0344,1,4.0
HPI,E5,E5_Full_Parsimonious_Easy_Panel,6,SVR_RBF,RAW,40,-0.2472,-0.1702,0.2128,65.5476,41.6176,-0.1351,1,4.0
