target,feature_set,model,raw_r2,log1p_r2,delta_r2,raw_rmse,log1p_rmse,delta_rmse,raw_spearman_rho,log1p_spearman_rho,delta_spearman_rho
Ni_num,Set A (FULL),RandomForest,-1.4203706109600573,-0.35191436469405263,1.0684562462660048,1.8450714359011806,1.640354613449548,-0.2047168224516327,0.490397994578749,0.562802600825439,0.07240460624668998
Ni_num,Set A (FULL),Ridge,-2.9153780845194035,-3.426367038528186,-0.5109889540087824,2.3056530984747474,2.4446153585645747,0.13896226008982726,0.35460414161803067,0.5034514839020822,0.1488473422840515
Ni_num,Set A (FULL),SVR_RBF,-0.03250519365972677,-0.10258515734508983,-0.07007996368536307,1.5614858182245743,1.5999041515695591,0.03841833334498479,0.6110723383232324,0.6310751672863257,0.020002828963093355
Ni_num,Set B (CORE),ElasticNet,-0.4614707501830989,-0.0022391803594213043,0.45923156982367763,1.6765303412485566,1.5687444820754068,-0.10778585917314976,0.6022447987808344,0.6124809882502108,0.010236189469376433
Ni_num,Set B (CORE),ExtraTrees,-0.5576085108432585,0.0295026549252308,0.5871111657684893,1.7009796519803748,1.5579484059455593,-0.14303124603481554,0.5382920920960148,0.5526603213511945,0.014368229255179665
Ni_num,Set B (CORE),GradientBoosting,-1.3345784936999445,-0.31144669862283997,1.0231317950771046,1.7868284568152109,1.5760430866124506,-0.21078537020276022,0.511527743483425,0.6110723383232324,0.09954459483980738
Ni_num,Set B (CORE),Lasso,-0.4450781605547093,-0.008282952019424545,0.43679520853528475,1.6613506552176707,1.5630359988571823,-0.09831465636048842,0.6075976685033523,0.6078793984887481,0.0002817299853957733
Ni_num,Set B (CORE),RandomForest,-1.44819207616527,-0.9079782619937502,0.5402138141715198,1.7585486463521192,1.6284345695946458,-0.13011407675747333,0.6719260151686995,0.6728651151200185,0.0009390999513189113
Ni_num,Set B (CORE),Ridge,-0.4724669097712727,-0.2210543097550807,0.25141260001619203,1.7094850649041342,1.6662127892566745,-0.043272275647459724,0.6029021687467576,0.5950137291556785,-0.0078884395910791
Ni_num,Set B (CORE),SVR_RBF,-0.13325670477350848,-0.5737781902038406,-0.4405214854303321,1.5812804377906051,1.6145328855732501,0.03325244778264502,0.6453494865463736,0.6401844368141195,-0.005165049732254068
Ni_num,Set C (pH SENSITIVITY),ElasticNet,-0.4869807147163705,-0.0028985254174518004,0.4840821892989187,1.7033031627916428,1.5694103611697594,-0.13389280162188344,0.5922903392968536,0.6134200882015297,0.021129748904676116
Ni_num,Set C (pH SENSITIVITY),ExtraTrees,-0.7606810536457957,-0.05713049183267912,0.7035505618131166,1.7246181368159035,1.5668778446994431,-0.15774029211646035,0.5742596202315301,0.6154861080944314,0.041226487862901284
Ni_num,Set C (pH SENSITIVITY),GradientBoosting,-1.101313216292857,-0.2465538061422974,0.8547594101505596,1.7860084950576043,1.594565013028155,-0.19144348202944927,0.5043905838534011,0.6138896381771892,0.10949905432378815
Ni_num,Set C (pH SENSITIVITY),Lasso,-0.4563065331579504,-0.008282952019424545,0.44802358113852586,1.672957235089148,1.5630359988571823,-0.1099212362319657,0.5983005789852949,0.6078793984887481,0.009578819503453184
Ni_num,Set C (pH SENSITIVITY),RandomForest,-1.2324985036722325,-0.6603644489075343,0.5721340547646981,1.7972275301190002,1.645033686849451,-0.1521938432695491,0.5975492990242398,0.6284456874226327,0.030896388398392927
Ni_num,Set C (pH SENSITIVITY),Ridge,-0.6786692425879416,-0.37018735926474133,0.30848188332320026,1.7775909867022337,1.726128215019436,-0.05146277168279778,0.5693763004846716,0.5654320806891321,-0.003944219795539494
Ni_num,Set C (pH SENSITIVITY),SVR_RBF,-0.08348069919449433,-0.15982352983057127,-0.07634283063607694,1.567524559698314,1.5746208996771431,0.00709633997882908,0.59905185894635,0.6187729579240477,0.019721098977697693
Pb_num,Set A (FULL),ElasticNet,-6.907804350868011,-3.1057588669763483,3.8020454838916624,1.210442217704154,1.0387440962324568,-0.17169812147169727,0.6478040996940158,0.6506194152076794,0.002815315513663652
Pb_num,Set A (FULL),ExtraTrees,-5.924175736594395,-3.4944383757166775,2.4297373608777177,1.1506116481311401,1.0913575402892137,-0.05925410784192642,0.5805180589174535,0.6143956889318731,0.03387763001441968
Pb_num,Set A (FULL),GradientBoosting,-7.770370451931412,-2.693706910151673,5.076663541779739,1.3582291694207789,1.0875786571362054,-0.2706505122845735,0.45823952177399374,0.5138889250940794,0.05564940332008561
Pb_num,Set A (FULL),Lasso,-6.407584314232824,-2.5061478467655935,3.90143646746723,1.164621641204326,1.0475893334239659,-0.11703230778036011,0.6844970452220991,0.5807057466183644,-0.1037912986037347
Pb_num,Set A (FULL),RandomForest,-4.9195500284615,-1.7705743545557275,3.148975673905772,1.2169132542779508,1.0140404954788034,-0.20287275879914746,0.445758289663418,0.4412537848415561,-0.004504504821861932
Pb_num,Set A (FULL),Ridge,-11.58319094875287,-6.613022233173572,4.970168715579298,1.4680370577426627,1.219857820867061,-0.24817923687560173,0.5843656567861271,0.5910285701684646,0.0066629133823374875
Pb_num,Set A (FULL),SVR_RBF,-0.27420007267376617,-0.4521482316167896,-0.1779481589430234,0.9052261413312555,0.8946307303254205,-0.010595411005834943,0.49793547051665177,0.4810435774346696,-0.01689189308198219
Pb_num,Set B (CORE),ElasticNet,-3.5728272095389366,-2.913739384352628,0.6590878251863086,1.0366017283626383,1.0118212970395006,-0.024780431323137675,0.6270646087433598,0.597503795849891,-0.02956081289346879
Pb_num,Set B (CORE),ExtraTrees,-5.15840504586616,-4.240563167368554,0.9178418784976055,1.1664669033286619,1.1034065076870239,-0.06306039564163801,0.631006050462489,0.6343844290788854,0.003378378616396338
Pb_num,Set B (CORE),GradientBoosting,-5.208403947384308,-2.667748244008535,2.5406557033757724,1.260152727960706,1.1227703692059066,-0.13738235875479954,0.5149212074490893,0.5526464353321828,0.037725227883093515
Pb_num,Set B (CORE),Lasso,-3.5738176828794246,-2.1179365527933873,1.4558811300860373,1.0365513762810148,1.0196334400316935,-0.016917936249321253,0.6043543969331393,0.4433183495515761,-0.16103604738156319
Pb_num,Set B (CORE),RandomForest,-2.7974362198613774,-1.2203231234340524,1.577113096427325,1.087305822293905,0.9736262257427333,-0.11367959655117166,0.5447635518939246,0.5360360738015671,-0.00872747809235741
Pb_num,Set B (CORE),Ridge,-4.168219792963921,-5.06363056630415,-0.8954107733402292,1.0648463382466118,1.0450535510759271,-0.019792787170684667,0.6082958386522686,0.6188063499032797,0.010510511251011101
Pb_num,Set B (CORE),SVR_RBF,-0.2995567529236675,-0.4070703296966681,-0.10751357677300061,0.8844307275596232,0.8633217721142517,-0.021108955445371502,0.5270270641578433,0.5219594962332486,-0.005067567924594729
Pb_num,Set C (pH SENSITIVITY),ElasticNet,-3.616174734240301,-2.9138467707534863,0.7023279634868147,1.0456772308060605,1.0118645188487005,-0.03381271195735991,0.6110173103154768,0.597503795849891,-0.013513514465585796
Pb_num,Set C (pH SENSITIVITY),ExtraTrees,-4.9676612008196495,-3.5588966046100206,1.408764596209629,1.1827646978591257,1.1039127538238727,-0.07885194403525309,0.5925300717757518,0.59628382579397,0.0037537540182182028
Pb_num,Set C (pH SENSITIVITY),GradientBoosting,-5.123194521661995,-2.653369285589967,2.4698252360720283,1.2676401763968856,1.123720287323791,-0.1439198890730946,0.46828081377272757,0.5255255625505559,0.05724474877782837
Pb_num,Set C (pH SENSITIVITY),Lasso,-3.5761516163427043,-2.1179365527933873,1.458215063549317,1.0375257110388696,1.0196334400316935,-0.017892271007176053,0.6043543969331393,0.4433183495515761,-0.16103604738156319
Pb_num,Set C (pH SENSITIVITY),RandomForest,-2.97936758013436,-1.366612208354823,1.6127553717795369,1.1278767132850123,0.9895082034448157,-0.13836850984019655,0.43731234312242695,0.48282661059332327,0.04551426747089632
Pb_num,Set C (pH SENSITIVITY),Ridge,-4.441134709230664,-5.534980242588949,-1.0938455333582846,1.094116064255838,1.0726720568224908,-0.02144400743334729,0.5885886300566227,0.5799549958147207,-0.008633634241902
Pb_num,Set C (pH SENSITIVITY),SVR_RBF,-0.2977066524942411,-0.4205602531480104,-0.12285360065376927,0.8963799336530589,0.8843142784678044,-0.012065655185254487,0.43731234312242695,0.4352477784124069,-0.0020645647100200337
WQI,Set A (FULL),ElasticNet,-3.4856010060425153,-0.41593476066956514,3.06966624537295,32.18969284415326,25.670210146694412,-6.5194826974588445,0.19099437148217638,0.3746716697936211,0.18367729831144472
WQI,Set A (FULL),ExtraTrees,-0.9036437437827938,-0.37752288745926066,0.5261208563235331,26.856797500193128,25.56419287438244,-1.2926046258106894,0.17973733583489682,0.22495309568480304,0.04521575984990622
WQI,Set A (FULL),GradientBoosting,-0.7254541140113561,-0.3311317977894017,0.39432231622195435,24.562946464666307,24.60461275385624,0.041666289189933536,0.4210131332082552,0.36791744840525337,-0.05309568480300181
WQI,Set A (FULL),Lasso,-7.194597509253997,-0.20427134272051822,6.990326166533479,41.25389245226353,25.17067205048821,-16.083220401775318,0.041275797373358354,0.2101313320825516,0.16885553470919326
WQI,Set A (FULL),RandomForest,-0.9228371728574498,-0.42368626255713543,0.4991509103003144,25.43117949776798,24.992639339508866,-0.43854015825911574,0.5060037523452158,0.4133208255159475,-0.09268292682926826
WQI,Set A (FULL),Ridge,-4.260387121991588,-3.2629428377640783,0.9974442842275097,33.88852929148041,31.97442240917518,-1.91410688230523,0.16191369606003755,0.28874296435272045,0.1268292682926829
WQI,Set A (FULL),SVR_RBF,-0.1680418360112825,-0.5138851074421841,-0.34584327143090154,25.068400067483477,26.30984046214776,1.2414403946642842,0.053846153846153856,0.2857410881801126,0.23189493433395877
WQI,Set B (CORE),ElasticNet,-1.3821705477987556,-0.2696325051331496,1.112538042665606,28.03359101518563,24.919636542482927,-3.1139544727027015,0.12026266416510321,0.26641651031894936,0.14615384615384613
WQI,Set B (CORE),ExtraTrees,-0.905564634193388,-0.39827804026467395,0.507286593928714,27.032031917595717,25.740600813323145,-1.2914311042725721,0.09437148217636025,0.10262664165103191,0.008255159474671661
WQI,Set B (CORE),GradientBoosting,-1.866161740537311,-0.6446563533696422,1.2215053871676687,30.878189474695386,26.866241590859463,-4.011947883835923,0.2210131332082552,0.2181988742964353,-0.0028142589118198835
WQI,Set B (CORE),Lasso,-1.5117301320125498,-0.16920650937934195,1.3425236226332078,28.394073390271537,24.68436207084528,-3.7097113194262583,0.12026266416510321,0.24709193245778616,0.12682926829268293
WQI,Set B (CORE),RandomForest,-1.3327592898378398,-0.5790430959216987,0.7537161939161411,29.150990988818172,26.573516317193235,-2.5774746716249375,0.11651031894934337,0.17429643527204505,0.05778611632270168
WQI,Set B (CORE),Ridge,-1.4529770189825642,-0.5768326768705712,0.876144342111993,28.22667256130736,26.1355475261216,-2.0911250351857618,0.12026266416510321,0.26228893058161357,0.14202626641651034
WQI,Set B (CORE),SVR_RBF,-0.17087609620974,-0.4211968068676763,-0.25032071065793626,25.096041728786144,26.495113287357213,1.3990715585710696,-0.013320825515947468,0.06941838649155724,0.08273921200750471
WQI,Set C (pH SENSITIVITY),ElasticNet,-1.4785297656169385,-0.2939182146102781,1.1846115510066604,28.66509645435039,25.302733416832712,-3.362363037517678,0.057035647279549725,0.1879924953095685,0.13095684803001878
WQI,Set C (pH SENSITIVITY),ExtraTrees,-0.7320438072338337,-0.30619721479980627,0.4258465924340274,26.78467215969305,25.725825936579678,-1.0588462231133704,0.04859287054409006,0.06303939962476549,0.014446529080675424
WQI,Set C (pH SENSITIVITY),GradientBoosting,-1.6088708585338691,-0.5403727584832932,1.0684981000505758,30.412063054219608,26.983651217181674,-3.4284118370379346,0.05459662288930583,0.10450281425891184,0.04990619136960601
WQI,Set C (pH SENSITIVITY),Lasso,-1.6323042289857566,-0.18871771405081758,1.443586514934939,29.1240617148611,24.990585970328752,-4.133475744532348,0.05834896810506568,0.2058161350844278,0.14746716697936213
WQI,Set C (pH SENSITIVITY),RandomForest,-1.1027623841846264,-0.3848055260272362,0.7179568581573901,28.016410540406397,25.870509420538948,-2.1459011198674496,0.03114446529080676,0.11669793621013136,0.0855534709193246
WQI,Set C (pH SENSITIVITY),Ridge,-1.5652212702245505,-0.6111197756984356,0.9541014945261149,28.93453142147196,26.630554523017416,-2.3039768984545432,0.057035647279549725,0.20206378986866794,0.14502814258911823
WQI,Set C (pH SENSITIVITY),SVR_RBF,-0.1796075060689985,-0.48565473797009445,-0.30604723190109595,25.150229879500422,27.093191653623443,1.9429617741230203,-0.20637898686679176,0.04784240150093809,0.25422138836772984
Zn_num,Set A (FULL),ElasticNet,-4.003007646626581,-1.302344082267371,2.7006635643592096,25.65249666559134,23.499177675626427,-2.1533189899649123,-0.015983184440966376,-0.32807589115667823,-0.3120927067157119
Zn_num,Set A (FULL),ExtraTrees,-1.5598930494927132,-0.6907650171838955,0.8691280323088177,22.538993460072835,21.681325030418858,-0.8576684296539767,-0.12576242494339332,-0.18310560420966743,-0.05734317926627411
Zn_num,Set A (FULL),GradientBoosting,-2.2599568696559333,-2.0267545442930692,0.23320232536286412,24.311983471563202,24.011066619896756,-0.30091685166644666,-0.1008062246759195,-0.0758500244084457,0.024956200267473805
Zn_num,Set A (FULL),Lasso,-5.101788276504002,-0.8135921886213652,4.288196087882636,27.53683948290014,22.069920952930524,-5.466918529969618,-0.0040658977963861824,-0.39915900090729184,-0.3950931031109057
Zn_num,Set A (FULL),RandomForest,-3.6208376564292037,-1.7285785757595644,1.8922590806696393,25.358151107752356,23.150781456482978,-2.207369651269378,-0.22867170020365046,-0.25376810384341353,-0.025096403639763065
Zn_num,Set A (FULL),Ridge,-4.161241102652555,-3.125059850695409,1.0361812519571463,25.769838963324847,26.349812234278847,0.5799732709539995,-0.0005608134891567149,0.01682440467470145,0.017385218163858164
Zn_num,Set A (FULL),SVR_RBF,-0.5559832233115053,-0.8101294361150893,-0.25414621280358396,21.598826815027063,22.12465339275819,0.5258265777311273,-0.4699617039133271,-0.29274464133980516,0.17721706257352193
Zn_num,Set B (CORE),ElasticNet,-3.516280328035837,-0.8618831236757772,2.6543972043600594,24.065984248174708,21.875563154193824,-2.190421093980884,-0.40911344033982355,-0.7364883146350558,-0.32737487429523227
Zn_num,Set B (CORE),ExtraTrees,-2.619356216933212,-1.0428598513073712,1.5764963656258408,24.357022586784,22.53300466713051,-1.8240179196534925,-0.45355790935549317,-0.3803717490205419,0.07318616033495129
Zn_num,Set B (CORE),GradientBoosting,-2.56862254940373,-1.6254340483715013,0.9431885010322287,24.52549230359588,23.8904706539768,-0.6350216496190804,-0.3320015855807752,-0.2955487087855887,0.036452876795186495
Zn_num,Set B (CORE),Lasso,-3.740411419889692,-0.6893236035782314,3.0510878163114605,24.27376132446876,21.434405377596267,-2.8393559468724945,-0.4016826616084971,-0.7481251945350577,-0.3464425329265606
Zn_num,Set B (CORE),RandomForest,-3.3223492879570617,-1.3483957132564408,1.973953574700621,25.471225758300992,23.28173221280308,-2.1894935454979105,-0.3162988078843872,-0.38990557833620604,-0.07360677045181885
Zn_num,Set B (CORE),Ridge,-3.6210992205176895,-1.3231292243450932,2.297969996172596,24.169949414428988,22.841966458512292,-1.3279829559166956,-0.3956539166000623,-0.6368037169374497,-0.24114980033738742
Zn_num,Set B (CORE),SVR_RBF,-0.6175468374808174,-1.0125821592793114,-0.395035321798494,21.77868324898845,22.80989071566639,1.031207466677941,-0.4737471949651349,-0.4064495762663291,0.0672976186988058
Zn_num,Set C (pH SENSITIVITY),ElasticNet,-4.436477932032183,-0.8686418382310093,3.5678360938011737,25.091367557036655,21.955405185530708,-3.135962371505947,-0.45019302842055287,-0.7594816676904811,-0.3092886392699282
Zn_num,Set C (pH SENSITIVITY),ExtraTrees,-2.7559739783875035,-1.166554165406525,1.5894198129809785,24.597468764284237,22.91716452139258,-1.6803042428916584,-0.5180514606085154,-0.4241152011747656,0.09393625943374978
Zn_num,Set C (pH SENSITIVITY),GradientBoosting,-2.7168184218777736,-1.2515678742908471,1.4652505475869264,24.44726311797673,23.404458724450173,-1.0428043935265556,-0.3706977163325885,-0.3115318932265551,0.05916582310603341
Zn_num,Set C (pH SENSITIVITY),Lasso,-4.956573132843434,-0.691704103574896,4.264869029268538,25.502693453583287,21.466212267202174,-4.036481186381113,-0.4315459799060921,-0.7767266824820501,-0.345180702575958
Zn_num,Set C (pH SENSITIVITY),RandomForest,-3.352826110417194,-1.3238981186702983,2.0289279917468956,25.489210597110965,23.43773394632312,-2.051476650787844,-0.2560113578000403,-0.38836334124102506,-0.13235198344098476
Zn_num,Set C (pH SENSITIVITY),Ridge,-4.671105124280641,-1.5475017862115295,3.1236033380691115,25.3009472912252,23.36585018640726,-1.9350971048179382,-0.43463045409645407,-0.6325976157687744,-0.1979671616723203
Zn_num,Set C (pH SENSITIVITY),SVR_RBF,-0.6023119687188119,-1.0557206580690504,-0.4534086893502385,21.701353675697074,22.635717418315476,0.9343637426184017,-0.4235543876856089,-0.34532090594824716,0.07823348173736172
