target,feature_set,model,raw_r2,log1p_r2,delta_r2,raw_rmse,log1p_rmse,delta_rmse,raw_spearman_rho,log1p_spearman_rho,delta_spearman_rho
Fe_num,Set C (pH SENSITIVITY),GradientBoosting,-42.879019537879614,-15.672818869197522,27.206200668682094,3.4605718269064334,3.0479378438865585,-0.41263398301987486,-0.25592194784005834,-0.18940850905024845,0.06651343878980989
Fe_num,Set C (pH SENSITIVITY),Lasso,-15.230031950435523,-1.6135948268830425,13.61643712355248,3.2098314947226694,2.739863017727125,-0.46996847699554456,-0.09840986923908403,-0.16436042984449495,-0.06595056060541092
Fe_num,Set C (pH SENSITIVITY),RandomForest,-32.651080307627005,-11.663872873261871,20.987207434365132,3.6743541634169956,2.9944077943071403,-0.6799463691098553,-0.31408602689461707,-0.24541488839794456,0.0686711384966725
Fe_num,Set C (pH SENSITIVITY),Ridge,-16.74556006605485,-2.7491057209654115,13.996454345089438,3.315503611437783,2.7240385501967928,-0.5914650612409904,-0.03949528593866003,0.25010553993460244,0.28960082587326247
Fe_num,Set C (pH SENSITIVITY),SVR_RBF,-0.6294000698673762,-0.6707150669587627,-0.04131499709138653,2.726283369486414,2.7163993361649843,-0.00988403332142962,0.1348093251635498,0.15375955737164795,0.01895023220809816
HEI,Set A (FULL),ElasticNet,-6.927590367640447,-0.9921329503360728,5.935457417304375,20.369748624972296,15.82327597126019,-4.546472653712106,0.0427767354596623,0.4277673545966229,0.3849906191369606
HEI,Set A (FULL),ExtraTrees,-2.311448485560687,-0.5280727573612161,1.783375728199471,17.083999324617295,15.553172515390665,-1.53082680922663,0.14315196998123828,0.30769230769230776,0.1645403377110695
HEI,Set A (FULL),GradientBoosting,-3.673160099085453,-0.886386929651898,2.786773169433555,19.4198503436857,16.303266060954776,-3.1165842827309227,0.18630393996247654,0.22045028142589124,0.03414634146341469
HEI,Set A (FULL),Lasso,-12.427753099727784,-0.5183024573404019,11.909450642387382,26.121949283848707,15.552088278888185,-10.569861004960522,-0.003939962476547843,0.3812382739212008,0.3851782363977486
HEI,Set A (FULL),RandomForest,-3.6665320546430094,-1.246173905951613,2.4203581486913963,18.69488084100892,16.067931754892115,-2.626949086116806,0.04803001876172608,0.2754221388367731,0.227392120075047
HEI,Set A (FULL),Ridge,-8.540123104017821,-3.5241736365758176,5.015949467442004,21.71433699150474,18.055511190756285,-3.658825800748456,0.01575984990619137,0.13339587242026268,0.11763602251407132
HEI,Set A (FULL),SVR_RBF,-0.3003115937686403,-0.9172516700641228,-0.6169400762954824,15.778055071623346,16.39453315649957,0.6164780848762241,0.12851782363977488,0.15816135084427768,0.029643527204502806
HEI,Set B (CORE),ElasticNet,-2.5527264189555354,-0.37045242911829496,2.1822739898372405,17.32622142280219,15.386543876766503,-1.9396775460356857,0.3463414634146342,0.4078799249530957,0.06153846153846154
