actual,predicted,residual,abs_residual
1.0,0.35476510423102825,0.6452348957689718,0.6452348957689718
2.2,0.9293426972906543,1.270657302709346,1.270657302709346
1.1,0.7593434566069643,0.34065654339303575,0.34065654339303575
0.25,1.1667088390047362,-0.9167088390047362,0.9167088390047362
0.25,0.9011472150074145,-0.6511472150074145,0.6511472150074145
0.8,0.5848185174452419,0.2151814825547581,0.2151814825547581
0.25,0.4769110761911633,-0.2269110761911633,0.2269110761911633
0.8,0.730975659361871,0.06902434063812901,0.06902434063812901
0.9,0.8963542072047129,0.003645792795287095,0.003645792795287095
0.25,0.9136492326815414,-0.6636492326815414,0.6636492326815414
1.9,0.46038633098309434,1.4396136690169055,1.4396136690169055
0.25,0.633464185593817,-0.383464185593817,0.383464185593817
0.25,0.8216601490967866,-0.5716601490967866,0.5716601490967866
0.25,0.7439627366027918,-0.4939627366027918,0.4939627366027918
4.0,0.8575973289439693,3.142402671056031,3.142402671056031
0.25,1.0503317679316893,-0.8003317679316893,0.8003317679316893
0.6,1.0481016313786746,-0.44810163137867465,0.44810163137867465
0.25,0.6830478171641924,-0.4330478171641924,0.4330478171641924
0.25,1.1074480678279293,-0.8574480678279293,0.8574480678279293
0.25,0.6461733286018898,-0.3961733286018898,0.3961733286018898
0.25,0.9359361073432136,-0.6859361073432136,0.6859361073432136
0.25,0.44960992741329625,-0.19960992741329625,0.19960992741329625
0.25,0.7748984005174762,-0.5248984005174762,0.5248984005174762
0.5,0.591287362056214,-0.09128736205621402,0.09128736205621402
0.5,0.3616367091261322,0.13836329087386778,0.13836329087386778
1.0,0.9206299375930191,0.07937006240698086,0.07937006240698086
0.6,-0.18295249127332852,0.7829524912733286,0.7829524912733286
0.5,0.7427639502769141,-0.2427639502769141,0.2427639502769141
1.7,0.8232776890096005,0.8767223109903994,0.8767223109903994
0.25,2.4258194568433273,-2.1758194568433273,2.1758194568433273
5.5,1.3265785991687506,4.173421400831249,4.173421400831249
0.25,2.051716871594501,-1.801716871594501,1.801716871594501
0.9,1.6392817590967663,-0.7392817590967663,0.7392817590967663
12.3,0.9444994918555066,11.355500508144495,11.355500508144495
15.4,0.8678345979553808,14.532165402044619,14.532165402044619
3.5,1.5324993948529197,1.9675006051470803,1.9675006051470803
1.9,0.803145949584294,1.0968540504157058,1.0968540504157058
1.1,1.8905602690085985,-0.7905602690085984,0.7905602690085984
28.7,1.5606256106786733,27.139374389321326,27.139374389321326
27.8,0.8064201200723667,26.993579879927633,26.993579879927633
