actual,predicted,abs_residual
34.34489148846914,26.73958072008324,7.605310768385898
25.855704411965394,22.211527995978877,3.644176415986518
17.17472948528679,25.88108722664033,8.70635774135354
18.249796530656223,27.875892374640024,9.626095843983801
13.082604476614115,23.614435504351626,10.53183102773751
31.66534591709065,24.29412128046976,7.371224636620891
13.245176427613416,16.593045298159403,3.3478688705459874
22.569320875932803,24.58989919705772,2.0205783211249155
16.498302834940823,23.45888901303065,6.960586178089827
112.92654242854064,19.482682432966477,93.44385999557417
35.456162886301406,25.321655365269173,10.134507521032234
49.26741466115476,23.998490842901255,25.268923818253505
8.423921462136386,21.037615358112138,12.613693895975752
20.78446724119948,27.9446220291156,7.16015478791612
44.03481906351704,21.913096266697828,22.121722796819213
55.24048090703036,29.61420421013297,25.62627669689739
15.941538124598818,21.368388688930132,5.426850564331314
26.81887232083412,32.98090822056132,6.162035899727197
14.654002507378088,22.593925133828414,7.9399226264503255
27.14668141732797,25.459601950214942,1.6870794671130263
16.16399109161694,21.576045784515646,5.412054692898707
20.614901244131875,43.425132000142966,22.81023075601109
29.999659370596177,18.94470816174261,11.054951208853566
5.005176928445762,19.435055246861772,14.42987831841601
10.744234303156118,19.645811488431313,8.901577185275196
10.883482443528855,21.997803709661397,11.114321266132542
24.9445029215986,30.053088263887155,5.108585342288556
6.83962772028927,23.80573381011887,16.9661060898296
58.08602087551928,32.55734579172399,25.528675083795292
33.061729980605385,29.710650938270856,3.351079042334529
37.56156532852535,62.39026917758891,24.828703849063565
26.330584848121443,64.70554921509998,38.37496436697853
19.837921796177778,31.462887584195137,11.62496578801736
43.9013213956038,21.140449840658,22.7608715549458
45.31496956179927,20.479679435368855,24.83529012643042
26.65490147157409,31.145230124734063,4.490328653159974
22.64282505512602,28.58759349668181,5.944768441555787
36.48741998284305,26.136627163827633,10.350792819015417
107.42174738108334,31.473757475901454,75.94798990518188
132.01162154810496,20.56961596536356,111.44200558274139
