config,model,mean_R2,median_R2,sd_R2,iqr_R2,mean_RMSE,mean_MAE,mean_Spearman,feature_count,target
M4_Core_IonExchange,Ridge,-0.8796193792746629,-0.20468426545242036,1.599665652544052,0.8049159111714392,0.9548956613819364,0.6630678374148811,0.4501568791326564,6,Mn_num
M4_Core_IonExchange,SVR_RBF,-1.1723405484704794,-0.26650896527702295,2.258397521565018,0.7698717518899527,1.0102898651081582,0.6850260446197654,0.14571428571428574,6,Mn_num
M5_Core_DepthInteractions,ElasticNet,-0.8074584334606869,-0.16706698542558573,1.910011612009227,0.7491634613426579,0.9608552537696555,0.6479518311593421,0.4405529888087517,7,Mn_num
M5_Core_DepthInteractions,ExtraTrees,-1.005095594531988,-0.3672423758939811,1.5185309931269961,0.9693761373834211,1.0016137998144172,0.6993337594586311,0.3266666666666667,7,Mn_num
M5_Core_DepthInteractions,GradientBoosting,-0.8226818271208992,-0.2781038694470017,1.3682299152858177,0.5224303997046222,0.9810626276880572,0.6717041233905979,0.24993648818853267,7,Mn_num
M5_Core_DepthInteractions,HuberRegressor,-4.257684510661999,-0.30213356900980015,10.976673780761868,3.706196613833315,1.206297680377676,0.7622835856855638,0.3615053697611327,7,Mn_num
M5_Core_DepthInteractions,Lasso,-0.46382883719934415,-0.15830292171971028,0.8102422040487522,0.4076826456350078,0.9392735086443861,0.6299606749690185,0.3987909798528993,7,Mn_num
M5_Core_DepthInteractions,RandomForest,-1.2463291083750636,-0.30241016377816665,2.322232898339854,0.7034606890597108,0.9884007853045492,0.7022204398161819,0.2590476190476191,7,Mn_num
M5_Core_DepthInteractions,Ridge,-1.6556120790750473,-0.38020748708954955,4.189935373862133,0.9077044710242517,1.0117763646551512,0.6937254062440821,0.4291987781231258,7,Mn_num
M5_Core_DepthInteractions,SVR_RBF,-1.315276765822374,-0.4343864474021708,2.4830332974623417,0.3322841335559852,1.030545143574091,0.6915797799108521,0.06571428571428573,7,Mn_num
M6_Core_AllHydrochemical,ElasticNet,-0.6564191551222853,-0.14446338877144926,1.566753860903626,0.4229532288047799,0.9383032055588018,0.6328011833892039,0.4794004058561328,10,Mn_num
M6_Core_AllHydrochemical,ExtraTrees,-1.058327061129269,-0.44669028801973454,1.7079983351276045,0.61776050464315,1.0080160666640676,0.7080703627226661,0.25809523809523816,10,Mn_num
