target,fold,config,model,transform,feature_count,r2,rmse,mae,spearman_rho
As_num,0,M5_Core_DepthInteractions,Ridge,LOG1P,7,-119.23531350226168,3.06486278116643,1.9186996354418473,0.3192559026492481
As_num,0,M5_Core_DepthInteractions,Lasso,LOG1P,7,-23.246796530674374,1.3763288048144477,1.2378209653770127,0.8556058190999849
As_num,0,M5_Core_DepthInteractions,ElasticNet,LOG1P,7,-29.82527936469378,1.5518456593265177,1.3142967142617794,0.8939165274178947
As_num,0,M5_Core_DepthInteractions,SVR_RBF,LOG1P,7,-2.1447681211627665,0.49566622788549375,0.40208018486299113,0.29371543043730824
As_num,0,M5_Core_DepthInteractions,HuberRegressor,LOG1P,7,-1940.4023302613987,12.315520981749591,4.714520065237554,0.17878330548357896
As_num,0,M5_Core_DepthInteractions,RandomForest,LOG1P,7,-41.7503329756112,1.827531056842802,1.3386335569255867,0.48526897202685704
As_num,0,M5_Core_DepthInteractions,ExtraTrees,LOG1P,7,-28.38672589544425,1.5152022837183343,1.25837407238364,0.4724987359208872
As_num,0,M5_Core_DepthInteractions,GradientBoosting,LOG1P,7,-55.895211034556425,2.108302246377837,1.3878268888815346,0.3575666109671579
As_num,0,M6_Core_AllHydrochemical,Ridge,LOG1P,10,-132.8251714520736,3.2334333949704264,2.108029180005221,0.664052277510436
As_num,0,M6_Core_AllHydrochemical,Lasso,LOG1P,10,-18.50077999311321,1.234300788691479,1.1846138221696407,0.7023629858283459
As_num,0,M6_Core_AllHydrochemical,ElasticNet,LOG1P,10,-27.80011427393094,1.5000029758818663,1.337507350468376,0.664052277510436
As_num,0,M6_Core_AllHydrochemical,SVR_RBF,LOG1P,10,-0.8649828603187675,0.38170903311637366,0.3492108014402689,0.8939165274178947
As_num,0,M6_Core_AllHydrochemical,HuberRegressor,LOG1P,10,-243527.01121161936,137.93341102118154,49.11608024132239,0.5235796803447669
As_num,0,M6_Core_AllHydrochemical,RandomForest,LOG1P,10,-9.602194249416682,0.9101079198298428,0.7003231988904725,0.3575666109671579
As_num,0,M6_Core_AllHydrochemical,ExtraTrees,LOG1P,10,-15.725038180272723,1.1430851271169165,1.0293876607311878,0.664052277510436
As_num,0,M6_Core_AllHydrochemical,GradientBoosting,LOG1P,10,-13.16716322071509,1.0520502015684126,0.9460679031250258,0.37033684707312775
As_num,0,M7_TargetSpecific_Selected,Ridge,LOG1P,7,-74.62566977240773,2.4306903239571276,1.936638129615143,0.5235796803447669
As_num,0,M7_TargetSpecific_Selected,Lasso,LOG1P,7,-19.535807333906938,1.2666333123536766,1.210653616270588,0.7023629858283459
As_num,0,M7_TargetSpecific_Selected,ElasticNet,LOG1P,7,-33.10166509727637,1.6322354565836936,1.4606851438446535,0.664052277510436
As_num,0,M7_TargetSpecific_Selected,SVR_RBF,LOG1P,7,-3.2466170488602994,0.5759921500704169,0.5300297000996812,0.5874308608746165
As_num,0,M7_TargetSpecific_Selected,HuberRegressor,LOG1P,7,-21.936448958540627,1.3386224542001577,0.9907565782726897,0.6002010969805864
As_num,0,M7_TargetSpecific_Selected,RandomForest,LOG1P,7,-26.9025455528093,1.4764438259943093,0.9022680620791258,0.42141779149700753
As_num,0,M7_TargetSpecific_Selected,ExtraTrees,LOG1P,7,-17.282543510289525,1.1951249774578616,1.0257042339897382,0.7279034580402857
As_num,0,M7_TargetSpecific_Selected,GradientBoosting,LOG1P,7,-14.985816914550494,1.1175383422734342,0.8829537007547716,0.5491201525567067
As_num,1,M1_Core,Ridge,LOG1P,5,-0.2807100856402045,10.931223708573867,6.012586918127422,-0.2790404591875126
As_num,1,M1_Core,Lasso,LOG1P,5,-0.23670310058187316,10.7417760136909,5.612369266157426,0.4058770315454729
As_num,1,M1_Core,ElasticNet,LOG1P,5,-0.24687586352288537,10.785864909091023,5.697754567854741,0.2790404591875126
As_num,1,M1_Core,SVR_RBF,LOG1P,5,-0.3209452642873736,11.101605196632374,5.836688473345757,-0.24098948748012447
As_num,1,M1_Core,HuberRegressor,LOG1P,5,-0.31373266738355343,11.071255338126324,5.850275116524773,-0.1902548585369404
